"year","ANZ","CAM","CAN","CHI","EEU","FSU","JPK","LAM","MAF","MDE","SAS","SEA","SIS","SSA","USA","WEU"
1985,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1986,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1987,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1988,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1989,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1990,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1991,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1992,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1993,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1994,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1995,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1996,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1997,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1998,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1999,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
2000,1.016,1.781,0.943,0.921,0.038,-0.008,0.423,1.487,1.986,2.222,1.765,1.517,1.344,2.496,0.782,0.184
2001,1.014,1.703,0.873,0.904,0.044,0.003,0.481,1.439,2.012,2.2,1.714,1.49,1.31,2.471,0.729,0.176
2002,1.012,1.625,0.804,0.886,0.05,0.013,0.539,1.39,2.039,2.177,1.662,1.463,1.275,2.446,0.676,0.167
2003,1.011,1.547,0.735,0.869,0.056,0.024,0.596,1.341,2.065,2.155,1.611,1.437,1.241,2.422,0.622,0.159
2004,1.009,1.469,0.666,0.852,0.063,0.035,0.654,1.292,2.091,2.133,1.559,1.41,1.206,2.397,0.569,0.151
2005,1.008,1.391,0.596,0.835,0.069,0.046,0.712,1.244,2.118,2.111,1.508,1.383,1.172,2.373,0.516,0.142
2006,1.006,1.313,0.527,0.818,0.075,0.057,0.769,1.195,2.144,2.089,1.456,1.357,1.138,2.348,0.463,0.134
2007,1.005,1.234,0.458,0.801,0.081,0.068,0.827,1.146,2.171,2.067,1.405,1.33,1.103,2.324,0.41,0.125
2008,1.003,1.156,0.389,0.784,0.088,0.078,0.885,1.097,2.197,2.044,1.353,1.303,1.069,2.299,0.356,0.117
2009,1.002,1.078,0.319,0.767,0.094,0.089,0.942,1.049,2.224,2.022,1.302,1.277,1.034,2.275,0.303,0.108
2010,1,1,0.25,0.75,0.1,0.1,1,1,2.25,2,1.25,1.25,1,2.25,0.25,0.1
2011,0.95,0.975,0.23,0.725,0.095,0.095,0.95,0.975,2.2,1.95,1.225,1.225,0.975,2.2,0.23,0.095
2012,0.9,0.95,0.21,0.7,0.09,0.09,0.9,0.95,2.15,1.9,1.2,1.2,0.95,2.15,0.21,0.09
2013,0.85,0.925,0.19,0.675,0.085,0.085,0.85,0.925,2.1,1.85,1.175,1.175,0.925,2.1,0.19,0.085
2014,0.8,0.9,0.17,0.65,0.08,0.08,0.8,0.9,2.05,1.8,1.15,1.15,0.9,2.05,0.17,0.08
2015,1.53991363707824,1.23690272781494,1.05970137091163,0.332766494897996,-0.0425068072098522,0.103058666770672,0.0332882700034176,0.969296118314844,1.41669306297243,1.92285452848666,1.39074182694936,1.0240987633968,0.651337896479243,2.39150358535791,0.789724325737362,0.444502255457291
2016,1.5143364536118,1.20929552315265,1.05599596931801,0.313445499668958,-0.0475828477220475,0.092515968394915,0.00785371278435587,0.947412736088848,1.38374261824469,1.86874898863632,1.36917252286069,0.998949078262568,0.630073240931592,2.36832890438235,0.789310450359091,0.425114996801801
2017,1.48875927014536,1.18168831849037,1.0522905677244,0.294124504439921,-0.0526588882342427,0.0819732700191578,-0.0175808444347059,0.925529353862853,1.35079217351694,1.81464344878597,1.34760321877202,0.973799393128338,0.608808585383942,2.34515422340678,0.78889657498082,0.405727738146311
2018,1.46318208667892,1.15408111382809,1.04858516613078,0.274803509210884,-0.0577349287464379,0.0714305716434005,-0.0430154016537676,0.903645971636857,1.3178417287892,1.76053790893562,1.32603391468335,0.948649707994109,0.587543929836292,2.32197954243122,0.788482699602548,0.386340479490821
2019,1.43760490321248,1.1264739091658,1.04487976453717,0.255482513981846,-0.0628109692586332,0.0608878732676432,-0.0684499588728293,0.881762589410862,1.28489128406145,1.70643236908528,1.30446461059468,0.92350002285988,0.566279274288641,2.29880486145566,0.788068824224277,0.366953220835331
2020,1.41202771974605,1.09886670450352,1.04117436294355,0.236161518752809,-0.0678870097708284,0.0503451748918859,-0.0938845160918911,0.859879207184866,1.25194083933371,1.65232682923493,1.282895306506,0.898350337725651,0.545014618740991,2.27563018048009,0.787654948846006,0.347565962179841
2021,1.38995044350498,1.06976369989085,1.02791441225893,0.207287107366247,-0.0751488714163129,0.0389845261563537,-0.114298513004636,0.836341215844629,1.21435264703815,1.61246954296578,1.25192100175349,0.868717126567127,0.522891321456682,2.2416779669928,0.781939634233524,0.342816703001279
2022,1.36787316726391,1.04066069527817,1.01465446157432,0.178412695979686,-0.0824107330617974,0.0276238774208215,-0.134712509917381,0.812803224504393,1.17676445474259,1.57261225669663,1.22094669700098,0.839083915408603,0.500768024172373,2.20772575350551,0.776224319621042,0.338067443822716
2023,1.34579589102285,1.0115576906655,1.0013945108897,0.149538284593125,-0.0896725947072818,0.0162632286852893,-0.155126506830126,0.789265233164156,1.13917626244703,1.53275497042748,1.18997239224846,0.809450704250079,0.478644726888064,2.17377354001822,0.770509005008559,0.333318184644154
2024,1.32371861478178,0.982454686052825,0.988134560205078,0.120663873206563,-0.0969344563527663,0.00490257994975707,-0.17554050374287,0.765727241823919,1.10158807015146,1.49289768415833,1.15899808749595,0.779817493091555,0.456521429603756,2.13982132653094,0.764793690396077,0.328568925465591
2025,1.30164133854072,0.953351681440151,0.97487460952046,0.0917894618200021,-0.104196317998251,-0.00645806878577515,-0.195954500655615,0.742189250483682,1.0639998778559,1.45304039788918,1.12802378274344,0.750184281933031,0.434398132319447,2.10586911304365,0.759078375783595,0.323819666287029
2026,1.27216034248753,0.924967909544105,0.952764048948249,0.0618679634368791,-0.115324970958262,-0.0164865452791019,-0.213200080617955,0.716391215992376,1.02896757113461,1.41821051983401,1.09794121486189,0.721243637776126,0.412439597720144,2.07212292149028,0.746859144955216,0.317669710337176
2027,1.24267934643435,0.89658413764806,0.930653488376039,0.031946465053756,-0.126453623918272,-0.0265150217724286,-0.230445660580294,0.690593181501069,0.993935264413319,1.38338064177884,1.06785864698034,0.69230299361922,0.390481063120842,2.03837672993691,0.734639914126838,0.311519754387324
2028,1.21319835038117,0.868200365752014,0.908542927803828,0.0020249666706329,-0.137582276878283,-0.0365434982657553,-0.247691240542633,0.664795147009762,0.958902957692027,1.34855076372367,1.0377760790988,0.663362349462315,0.36852252852154,2.00463053838354,0.722420683298459,0.305369798437471
2029,1.18371735432799,0.839816593855969,0.886432367231618,-0.0278965317124902,-0.148710929838294,-0.046571974759082,-0.264936820504973,0.638997112518456,0.923870650970735,1.31372088566851,1.00769351121725,0.63442170530541,0.346563993922238,1.97088434683018,0.710201452470081,0.299219842487619
2030,1.15423635827481,0.811432821959923,0.864321806659407,-0.0578180300956133,-0.159839582798305,-0.0566004512524088,-0.282182400467312,0.613199078027149,0.888838344249443,1.27889100761334,0.977610943335705,0.605481061148505,0.324605459322935,1.93713815527681,0.697982221641702,0.293069886537767
2031,1.13107370979308,0.783820421132986,0.844519047157699,-0.0893574714081358,-0.173094098251272,-0.0592721052130663,-0.298215629060004,0.588076489193474,0.861723590957975,1.25111358764183,0.954854654531285,0.578101331419334,0.30201763389432,1.90494584886751,0.684476410747341,0.287575362705548
2032,1.10791106131135,0.756208020306048,0.824716287655991,-0.120896912720658,-0.186348613704239,-0.0619437591737237,-0.314248857652695,0.562953900359799,0.834608837666506,1.22333616767033,0.932098365726866,0.550721601690163,0.279429808465705,1.87275354245822,0.67097059985298,0.282080838873329
2033,1.08474841282963,0.728595619479111,0.804913528154283,-0.152436354033181,-0.199603129157206,-0.0646154131343812,-0.330282086245386,0.537831311526125,0.807494084375038,1.19555874769882,0.909342076922446,0.523341871960992,0.25684198303709,1.84056123604892,0.657464788958619,0.27658631504111
2034,1.0615857643479,0.700983218652174,0.785110768652575,-0.183975795345703,-0.212857644610174,-0.0672870670950387,-0.346315314838077,0.51270872269245,0.780379331083569,1.16778132772732,0.886585788118026,0.495962142231821,0.234254157608476,1.80836892963963,0.643958978064259,0.271091791208891
2035,1.03842311586617,0.673370817825236,0.765308009150867,-0.215515236658226,-0.226112160063141,-0.0699587210556962,-0.362348543430768,0.487586133858775,0.753264577792101,1.14000390775582,0.863829499313606,0.468582412502649,0.211666332179861,1.77617662323033,0.630453167169898,0.265597267376672
2036,1.02345088344363,0.64772390059908,0.754242546487505,-0.246380043664507,-0.233827207548678,-0.066252276764005,-0.377535808818461,0.465128737174068,0.731581268858643,1.11497421662988,0.841202494394206,0.441664720397705,0.190123131440574,1.74503300742753,0.617727276071358,0.260600397687116
2037,1.00847865102108,0.622076983372923,0.743177083824142,-0.277244850670788,-0.241542255034215,-0.0625458324723138,-0.392723074206154,0.44267134048936,0.709897959925185,1.08994452550395,0.818575489474807,0.414747028292761,0.168579930701287,1.71388939162473,0.605001384972819,0.255603527997561
2038,0.993506418598535,0.596430066146767,0.73211162116078,-0.308109657677069,-0.249257302519752,-0.0588393881806226,-0.407910339593847,0.420213943804653,0.688214650991728,1.06491483437801,0.795948484555407,0.387829336187817,0.147036729962,1.68274577582193,0.592275493874279,0.250606658308006
2039,0.97853418617599,0.570783148920611,0.721046158497418,-0.33897446468335,-0.256972350005289,-0.0551329438889314,-0.423097604981539,0.397756547119945,0.66653134205827,1.03988514325208,0.773321479636007,0.360911644082873,0.125493529222713,1.65160216001913,0.57954960277574,0.245609788618451
2040,0.963561953753445,0.545136231694454,0.709980695834056,-0.369839271689631,-0.264687397490826,-0.0514264995972402,-0.438284870369232,0.375299150435238,0.644848033124812,1.01485545212614,0.750694474716607,0.333993951977929,0.103950328483426,1.62045854421633,0.5668237116772,0.240612918928895
2041,0.951295250343773,0.521086820059229,0.703364307275738,-0.397783547857522,-0.268516929411713,-0.054178325137948,-0.452427695893218,0.353335542240463,0.62333539772975,0.986574386819266,0.728933291669867,0.307686824168729,0.0832396697753524,1.58892968716217,0.55465473358836,0.234095501743927
2042,0.939028546934102,0.497037408424004,0.69674791871742,-0.425727824025413,-0.2723464613326,-0.0569301506786557,-0.466570521417204,0.331371934045688,0.601822762334687,0.958293321512391,0.707172108623126,0.281379696359529,0.0625290110672783,1.55740083010801,0.54248575549952,0.227578084558959
2043,0.926761843524431,0.472987996788778,0.690131530159102,-0.453672100193303,-0.276175993253487,-0.0596819762193634,-0.480713346941191,0.309408325850913,0.580310126939625,0.930012256205517,0.685410925576386,0.25507256855033,0.0418183523592042,1.52587197305385,0.53031677741068,0.221060667373991
2044,0.914495140114759,0.448938585153553,0.683515141600783,-0.481616376361194,-0.280005525174374,-0.0624338017600712,-0.494856172465177,0.287444717656138,0.558797491544563,0.901731190898643,0.663649742529646,0.22876544074113,0.0211076936511301,1.49434311599968,0.51814779932184,0.214543250189023
2045,0.902228436705088,0.424889173518328,0.676898753042465,-0.509560652529084,-0.283835057095261,-0.0651856273007789,-0.508998997989163,0.265481109461363,0.5372848561495,0.873450125591768,0.641888559482906,0.20245831293193,0.000397034943055985,1.46281425894552,0.505978821233,0.208025833004055
2046,0.889251899931365,0.402333760171674,0.671535868277395,-0.535733538604029,-0.287495029562648,-0.0717174733283255,-0.520898928175419,0.242926578710283,0.512166258686846,0.844730539553109,0.616563232604137,0.176549962510957,-0.0206896515952937,1.43285785615805,0.498329935098623,0.199691863843396
2047,0.876275363157641,0.379778346825019,0.666172983512325,-0.561906424678973,-0.291155002030035,-0.078249319355872,-0.532798858361676,0.220372047959203,0.487047661224191,0.81601095351445,0.591237905725368,0.150641612089983,-0.0417763381336433,1.40290145337059,0.490681048964245,0.191357894682738
2048,0.863298826383918,0.357222933478365,0.660810098747255,-0.588079310753917,-0.294814974497422,-0.0847811653834185,-0.544698788547933,0.197817517208123,0.461929063761537,0.787291367475791,0.565912578846599,0.12473326166901,-0.062863024671993,1.37294505058312,0.483032162829868,0.183023925522079
2049,0.850322289610195,0.334667520131711,0.655447213982185,-0.614252196828862,-0.298474946964808,-0.091313011410965,-0.556598718734189,0.175262986457043,0.436810466298883,0.758571781437132,0.54058725196783,0.0988249112480366,-0.0839497112103427,1.34298864779565,0.475383276695491,0.17468995636142
2050,0.837345752836471,0.312112106785056,0.650084329217115,-0.640425082903806,-0.302134919432195,-0.0978448574385116,-0.568498648920446,0.152708455705963,0.411691868836228,0.729852195398473,0.515261925089061,0.0729165608270632,-0.105036397748692,1.31303224500818,0.467734390561114,0.166355987200761
2051,0.822486541649972,0.291050081023339,0.641972524447763,-0.663435620220261,-0.308474101536569,-0.105834543743384,-0.576986724044724,0.130672162613439,0.388462349867882,0.702176497004987,0.489000347307234,0.0531081082558926,-0.125067271801735,1.27825096985132,0.465411041952497,0.157464005639527
2052,0.807627330463472,0.269988055261621,0.63386071967841,-0.686446157536715,-0.314813283640942,-0.113824230048256,-0.585474799169001,0.108635869520914,0.365232830899536,0.674500798611501,0.462738769525406,0.033299655684722,-0.145098145854778,1.24346969469445,0.46308769334388,0.148572024078293
2053,0.792768119276972,0.248926029499903,0.625748914909057,-0.70945669485317,-0.321152465745316,-0.121813916353128,-0.593962874293279,0.08659957642839,0.342003311931189,0.646825100218016,0.436477191743578,0.0134912031135515,-0.165129019907821,1.20868841953758,0.460764344735263,0.139680042517059
2054,0.777908908090472,0.227864003738185,0.617637110139704,-0.732467232169625,-0.327491647849689,-0.129803602658001,-0.602450949417557,0.0645632833358656,0.318773792962843,0.61914940182453,0.410215613961751,-0.00631724945761913,-0.185159893960865,1.17390714438071,0.458440996126646,0.130788060955824
2055,0.763049696903972,0.206801977976467,0.609525305370351,-0.755477769486079,-0.333830829954063,-0.137793288962873,-0.610939024541834,0.0425269902433412,0.295544273994497,0.591473703431045,0.383954036179923,-0.0261257020287897,-0.205190768013908,1.13912586922384,0.456117647518028,0.12189607939459
2056,0.747630433354844,0.185690041961761,0.601457716305362,-0.774640359576426,-0.343493706773148,-0.143123324401901,-0.618315910600109,0.0243122482270808,0.273687128071476,0.565713421167966,0.356072078513727,-0.0427756463876339,-0.223783726474243,1.1091151780332,0.455105008399159,0.115058150566512
2057,0.732211169805717,0.164578105947055,0.593390127240374,-0.793802949666773,-0.353156583592233,-0.14845335984093,-0.625692796658384,0.00609750621082039,0.251829982148455,0.539953138904887,0.328190120847531,-0.059425590746478,-0.242376684934578,1.07910448684256,0.45409236928029,0.108220221738433
2058,0.716791906256589,0.143466169932349,0.585322538175386,-0.81296553975712,-0.362819460411319,-0.153783395279958,-0.633069682716658,-0.01211723580544,0.229972836225434,0.514192856641809,0.300308163181335,-0.0760755351053222,-0.260969643394913,1.04909379565192,0.453079730161421,0.101382292910355
2059,0.701372642707461,0.122354233917643,0.577254949110397,-0.832128129847467,-0.372482337230404,-0.159113430718987,-0.640446568774933,-0.0303319778217004,0.208115690302413,0.48843257437873,0.272426205515139,-0.0927254794641663,-0.279562601855248,1.01908310446128,0.452067091042552,0.0945443640822763
2060,0.685953379158333,0.101242297902937,0.569187360045409,-0.851290719937814,-0.38214521404949,-0.164443466158015,-0.647823454833207,-0.0485467198379608,0.186258544379392,0.462672292115651,0.244544247848943,-0.10937542382301,-0.298155560315583,0.989072413270642,0.451054451923683,0.0877064352541979
2061,0.662197661343744,0.0915248967615634,0.552295110209711,-0.86529466083868,-0.399662261607592,-0.172361180488501,-0.659829507026473,-0.0642351510901995,0.167553065414121,0.440355324619279,0.220563124470852,-0.121100494653152,-0.30801493696295,0.965370136499044,0.444029615704462,0.0778987526755381
2062,0.638441943529156,0.0818074956201897,0.535402860374012,-0.879298601739547,-0.417179309165694,-0.180278894818986,-0.671835559219738,-0.0799235823424382,0.14884758644885,0.418038357122907,0.19658200109276,-0.132825565483294,-0.317874313610318,0.941667859727446,0.437004779485242,0.0680910700968784
2063,0.614686225714567,0.0720900944788161,0.518510610538314,-0.893302542640413,-0.434696356723796,-0.188196609149471,-0.683841611413003,-0.095612013594677,0.13014210748358,0.395721389626535,0.172600877714668,-0.144550636313436,-0.327733690257686,0.917965582955849,0.429979943266021,0.0582833875182187
2064,0.590930507899978,0.0623726933374424,0.501618360702616,-0.907306483541279,-0.452213404281898,-0.196114323479957,-0.695847663606268,-0.111300444846916,0.111436628518309,0.373404422130164,0.148619754336576,-0.156275707143578,-0.337593066905053,0.894263306184251,0.422955107046801,0.048475704939559
2065,0.56717479008539,0.0526552921960688,0.484726110866918,-0.921310424442146,-0.46973045184,-0.204032037810442,-0.707853715799533,-0.126988876099154,0.0927311495530381,0.351087454633792,0.124638630958485,-0.16800077797372,-0.347452443552421,0.870561029412653,0.41593027082758,0.0386680223608993
2066,0.546309103353737,0.0456278204890248,0.469280305318494,-0.930295158329131,-0.485092167264314,-0.210345002351884,-0.717985853715066,-0.141367442670477,0.0746834054922818,0.330897394597662,0.10504452703973,-0.18280628573512,-0.353837441334741,0.848224682531713,0.405565075522585,0.0326734386417549
2067,0.525443416622084,0.0386003487819808,0.453834499770069,-0.939279892216116,-0.500453882688627,-0.216657966893326,-0.728117991630599,-0.155746009241799,0.0566356614315255,0.310707334561533,0.0854504231209763,-0.197611793496519,-0.360222439117062,0.825888335650773,0.395199880217589,0.0266788549226105
2068,0.504577729890432,0.0315728770749368,0.438388694221645,-0.948264626103101,-0.515815598112941,-0.222970931434767,-0.738250129546132,-0.170124575813122,0.0385879173707693,0.290517274525404,0.0658563192022221,-0.212417301257919,-0.366607436899382,0.803551988769833,0.384834684912594,0.0206842712034661
2069,0.483712043158779,0.0245454053678928,0.422942888673221,-0.957249359990087,-0.531177313537254,-0.229283895976209,-0.748382267461665,-0.184503142384445,0.020540173310013,0.270327214489274,0.046262215283468,-0.227222809019318,-0.372992434681703,0.781215641888893,0.374469489607598,0.0146896874843216
2070,0.462846356427127,0.0175179336608489,0.407497083124797,-0.966234093877072,-0.546539028961568,-0.235596860517651,-0.758514405377197,-0.198881708955767,0.00249242924925674,0.250137154453145,0.0266681113647138,-0.242028316780718,-0.379377432464023,0.758879295007953,0.364104294302603,0.00869510376517724
2071,0.44376698307973,0.00922509219854373,0.392645729073822,-0.974634684612892,-0.556340681566363,-0.242825316897555,-0.76434250183965,-0.212650286326919,-0.012931930658453,0.230656769921622,0.00847367232729157,-0.255794315742923,-0.384380971230176,0.737046019148968,0.351734286588825,0.00402352156651853
2072,0.424687609732333,0.000932250736238593,0.377794375022846,-0.983035275348711,-0.566142334171158,-0.250053773277459,-0.770170598302102,-0.22641886369807,-0.0283562905661627,0.211176385390099,-0.00972076671013067,-0.269560314705128,-0.389384509996329,0.715212743289984,0.339364278875047,-0.000648060632140179
2073,0.405608236384936,-0.00736059072606654,0.362943020971871,-0.991435866084531,-0.575943986775953,-0.257282229657363,-0.775998694764555,-0.240187441069222,-0.0437806504738725,0.191696000858577,-0.0279152057475529,-0.283326313667334,-0.394388048762482,0.693379467430999,0.326994271161269,-0.00531964283079889
2074,0.386528863037539,-0.0156534321883717,0.348091666920896,-0.999836456820351,-0.585745639380748,-0.264510686037267,-0.781826791227007,-0.253956018440373,-0.0592050103815822,0.172215616327054,-0.0461096447849751,-0.297092312629539,-0.399391587528635,0.671546191572014,0.314624263447492,-0.0099912250294576
2075,0.367449489690141,-0.0239462736506768,0.33324031286992,-1.00823704755617,-0.595547291985543,-0.271739142417171,-0.78765488768946,-0.267724595811525,-0.074629370289292,0.152735231795531,-0.0643040838223974,-0.310858311591744,-0.404395126294788,0.64971291571303,0.302254255733714,-0.0146628072281163
2076,0.34791395618837,-0.0326581922735936,0.316669847573832,-1.01749383289444,-0.598745799161127,-0.27970751411444,-0.790229437735308,-0.279584486339526,-0.0854524300526105,0.135585557469167,-0.082231231261265,-0.322346044077959,-0.409148029012101,0.629171409130387,0.288874534941268,-0.0200867637523805
2077,0.328378422686599,-0.0413701108965103,0.300099382277743,-1.02675061823272,-0.60194430633671,-0.287675885811709,-0.792803987781157,-0.291444376867527,-0.096275489815929,0.118435883142802,-0.100158378700133,-0.333833776564174,-0.413900931729414,0.608629902547744,0.275494814148822,-0.0255107202766447
2078,0.308842889184828,-0.0500820295194271,0.283528916981655,-1.03600740357099,-0.605142813512294,-0.295644257508978,-0.795378537827005,-0.303304267395528,-0.107098549579248,0.101286208816438,-0.118085526139,-0.345321509050389,-0.418653834446727,0.588088395965101,0.262115093356377,-0.0309346768009089
2079,0.289307355683057,-0.0587939481423438,0.266958451685566,-1.04526418890927,-0.608341320687877,-0.303612629206247,-0.797953087872854,-0.315164157923529,-0.117921609342566,0.0841365344900735,-0.136012673577868,-0.356809241536604,-0.42340673716404,0.567546889382458,0.248735372563931,-0.0363586333251731
2080,0.269771822181286,-0.0675058667652606,0.250387986389478,-1.05452097424754,-0.611539827863461,-0.311581000903516,-0.800527637918702,-0.32702404845153,-0.128744669105885,0.0669868601637091,-0.153939821016735,-0.368296974022819,-0.428159639881354,0.547005382799814,0.235355651771485,-0.0417825898494373
2081,0.249804709523782,-0.0769980456645247,0.232239500648044,-1.061111993319,-0.609908795497556,-0.317692602901725,-0.807536021706412,-0.336886866922026,-0.13727019823492,0.0527384269082143,-0.170500931535476,-0.377574403706729,-0.432826266434077,0.527306762306061,0.222937169659145,-0.0481391006099097
2082,0.229837596866278,-0.0864902245637889,0.21409101490661,-1.06770301239047,-0.60827776313165,-0.323804204899933,-0.814544405494122,-0.346749685392522,-0.145795727363955,0.0384899936527194,-0.187062042054216,-0.386851833390638,-0.437492892986799,0.507608141812308,0.210518687546806,-0.0544956113703821
