"year","ANZ","CAM","CAN","CHI","EEU","FSU","JPK","LAM","MAF","MDE","SAS","SEA","SIS","SSA","USA","WEU"
1985,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1986,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1987,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1988,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1989,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1990,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1991,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1992,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1993,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1994,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1995,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1996,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1997,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1998,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1999,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
2000,1.016,1.781,0.943,0.921,0.038,-0.008,0.423,1.487,1.986,2.222,1.765,1.517,1.344,2.496,0.782,0.184
2001,1.014,1.703,0.873,0.904,0.044,0.003,0.481,1.439,2.012,2.2,1.714,1.49,1.31,2.471,0.729,0.176
2002,1.012,1.625,0.804,0.886,0.05,0.013,0.539,1.39,2.039,2.177,1.662,1.463,1.275,2.446,0.676,0.167
2003,1.011,1.547,0.735,0.869,0.056,0.024,0.596,1.341,2.065,2.155,1.611,1.437,1.241,2.422,0.622,0.159
2004,1.009,1.469,0.666,0.852,0.063,0.035,0.654,1.292,2.091,2.133,1.559,1.41,1.206,2.397,0.569,0.151
2005,1.008,1.391,0.596,0.835,0.069,0.046,0.712,1.244,2.118,2.111,1.508,1.383,1.172,2.373,0.516,0.142
2006,1.006,1.313,0.527,0.818,0.075,0.057,0.769,1.195,2.144,2.089,1.456,1.357,1.138,2.348,0.463,0.134
2007,1.005,1.234,0.458,0.801,0.081,0.068,0.827,1.146,2.171,2.067,1.405,1.33,1.103,2.324,0.41,0.125
2008,1.003,1.156,0.389,0.784,0.088,0.078,0.885,1.097,2.197,2.044,1.353,1.303,1.069,2.299,0.356,0.117
2009,1.002,1.078,0.319,0.767,0.094,0.089,0.942,1.049,2.224,2.022,1.302,1.277,1.034,2.275,0.303,0.108
2010,1,1,0.25,0.75,0.1,0.1,1,1,2.25,2,1.25,1.25,1,2.25,0.25,0.1
2011,0.95,0.975,0.23,0.725,0.095,0.095,0.95,0.975,2.2,1.95,1.225,1.225,0.975,2.2,0.23,0.095
2012,0.9,0.95,0.21,0.7,0.09,0.09,0.9,0.95,2.15,1.9,1.2,1.2,0.95,2.15,0.21,0.09
2013,0.85,0.925,0.19,0.675,0.085,0.085,0.85,0.925,2.1,1.85,1.175,1.175,0.925,2.1,0.19,0.085
2014,0.8,0.9,0.17,0.65,0.08,0.08,0.8,0.9,2.05,1.8,1.15,1.15,0.9,2.05,0.17,0.08
2015,1.48829836556232,1.19778584676495,1.00835560425758,0.277265155368034,-0.0800333264450503,0.0362166690225152,-0.00457917393622553,0.924671163636792,1.32633422901509,1.95812978669747,1.34525369895429,0.976553951823478,0.637903156089759,2.55754532017272,0.743476010081867,0.398109524411283
2016,1.45458833270215,1.17202690116317,0.996305384624852,0.249746482655224,-0.0900158295136322,0.0188222026311458,-0.0358021863139824,0.897557904311657,1.28338211146267,1.91925161205218,1.32404115583026,0.949207407920927,0.6181328508442,2.55303419370413,0.736069736752705,0.372294961755713
2017,1.42087829984197,1.14626795556138,0.984255164992121,0.222227809942415,-0.099998332582214,0.00142773623977632,-0.0670251986917392,0.870444644986521,1.24042999391025,1.88037343740689,1.30282861270623,0.921860864018376,0.598362545598641,2.54852306723555,0.728663463423542,0.346480399100142
2018,1.38716826698179,1.1205090099596,0.97220494535939,0.194709137229605,-0.109980835650796,-0.0159667301515931,-0.098248211069496,0.843331385661386,1.19747787635783,1.8414952627616,1.28161606958221,0.894514320115825,0.578592240353082,2.54401194076696,0.72125719009438,0.320665836444571
2019,1.35345823412162,1.09475006435781,0.960154725726658,0.167190464516795,-0.119963338719378,-0.0333611965429625,-0.129471223447253,0.81621812633625,1.1545257588054,1.80261708811631,1.26040352645818,0.867167776213273,0.558821935107523,2.53950081429838,0.713850916765217,0.294851273789001
2020,1.31974820126144,1.06899111875602,0.948104506093927,0.139671791803986,-0.12994584178796,-0.050755662934332,-0.16069423582501,0.789104867011114,1.11157364125298,1.76373891347101,1.23919098333416,0.839821232310722,0.539051629861964,2.53498968782979,0.706444643436055,0.26903671113343
2021,1.29145182591116,1.03457099963352,0.927054142136252,0.103740483474453,-0.144529450471469,-0.0691974823916497,-0.1873951675048,0.756649338393425,1.06330163946152,1.73187888039968,1.20351394202288,0.807158736664033,0.514328689127654,2.51488668122169,0.693309726426468,0.25649933635012
2022,1.26315545056089,1.00015088051101,0.906003778178577,0.0678091751449195,-0.159113059154978,-0.0876393018489674,-0.214096099184591,0.724193809775735,1.01502963767006,1.70001884732835,1.16783690071159,0.774496241017344,0.489605748393345,2.49478367461359,0.68017480941688,0.24396196156681
2023,1.23485907521061,0.96573076138851,0.884953414220901,0.0318778668153863,-0.173696667838488,-0.106081121306285,-0.240797030864381,0.691738281158045,0.966757635878595,1.66815881425702,1.13215985940031,0.741833745370655,0.464882807659035,2.4746806680055,0.667039892407293,0.2314245867835
2024,1.20656269986033,0.931310642266006,0.863903050263226,-0.00405344151414688,-0.188280276521997,-0.124522940763603,-0.267497962544172,0.659282752540356,0.918485634087132,1.63629878118569,1.09648281808902,0.709171249723966,0.440159866924725,2.4545776613974,0.653904975397706,0.218887212000189
2025,1.17826632451006,0.896890523143501,0.842852686305551,-0.0399847498436801,-0.202863885205506,-0.142964760220921,-0.294198894223963,0.626827223922666,0.870213632295669,1.60443874811436,1.06080577677774,0.676508754077276,0.415436926190416,2.4344746547893,0.640770058388118,0.206349837216879
2026,1.14294521773251,0.86206105153392,0.813997168732192,-0.0765691788063494,-0.221767229544954,-0.159567769164952,-0.318127711901253,0.591263633548009,0.825581402065021,1.57261375642296,1.02438329535793,0.644604781817542,0.390009744986073,2.41606343711914,0.619508580872075,0.191959116432994
2027,1.10762411095495,0.827231579924339,0.785141651158834,-0.113153607769019,-0.240670573884401,-0.176170778108984,-0.342056529578543,0.555700043173353,0.780949171834373,1.54078876473157,0.987960813938122,0.612700809557807,0.36458256378173,2.39765221944898,0.598247103356031,0.177568395649108
2028,1.0723030041774,0.792402108314758,0.756286133585475,-0.149738036731688,-0.259573918223848,-0.192773787053016,-0.365985347255833,0.520136452798696,0.736316941603725,1.50896377304018,0.951538332518314,0.580796837298072,0.339155382577387,2.37924100177882,0.576985625839987,0.163177674865222
2029,1.03698189739985,0.757572636705177,0.727430616012117,-0.186322465694357,-0.278477262563295,-0.209376795997047,-0.389914164933123,0.48457286242404,0.691684711373077,1.47713878134879,0.915115851098505,0.548892865038337,0.313728201373045,2.36082978410867,0.555724148323944,0.148786954081337
2030,1.00166079062229,0.722743165095596,0.698575098438758,-0.222906894657027,-0.297380606902742,-0.225979804941079,-0.413842982610413,0.449009272049383,0.647052481142429,1.4453137896574,0.878693369678696,0.516988892778603,0.288301020168702,2.34241856643851,0.5344626708079,0.134396233297451
2031,0.979450226011909,0.694900180148896,0.678640814423503,-0.256163342049787,-0.31224178430427,-0.232229110474886,-0.431233663728625,0.421636576713875,0.619339278907676,1.4163384072605,0.852891526093327,0.48838827272613,0.264613583803679,2.30703272176777,0.520893268484759,0.127520829016579
2032,0.957239661401523,0.667057195202196,0.658706530408248,-0.289419789442547,-0.327102961705799,-0.238478416008694,-0.448624344846837,0.394263881378367,0.591626076672922,1.3873630248636,0.827089682507958,0.459787652673658,0.240926147438656,2.27164687709704,0.507323866161618,0.120645424735706
2033,0.935029096791138,0.639214210255497,0.638772246392993,-0.322676236835306,-0.341964139107327,-0.244727721542501,-0.46601502596505,0.366891186042859,0.563912874438168,1.3583876424667,0.801287838922589,0.431187032621185,0.217238711073633,2.2362610324263,0.493754463838476,0.113770020454833
2034,0.912818532180752,0.611371225308797,0.618837962377738,-0.355932684228066,-0.356825316508855,-0.250977027076309,-0.483405707083262,0.339518490707351,0.536199672203415,1.3294122600698,0.77548599533722,0.402586412568713,0.19355127470861,2.20087518775556,0.480185061515335,0.10689461617396
2035,0.890607967570367,0.583528240362097,0.598903678362483,-0.389189131620826,-0.371686493910384,-0.257226332610117,-0.500796388201474,0.312145795371843,0.508486469968661,1.30043687767289,0.74968415175185,0.37398579251624,0.169863838343587,2.16548934308483,0.466615659192193,0.100019211893088
2036,0.872597725062989,0.556828285766784,0.58313212155892,-0.423949976905362,-0.382891616824284,-0.261942748720516,-0.518287518301006,0.285101837947601,0.482627934012432,1.27704429920427,0.725978290070275,0.346734189065931,0.147278681607363,2.13800056910491,0.451116744103706,0.0921063035707137
2037,0.854587482555611,0.530128331171471,0.567360564755357,-0.458710822189898,-0.394096739738183,-0.266659164830916,-0.535778648400538,0.258057880523359,0.456769398056203,1.25365172073565,0.702272428388699,0.319482585615622,0.12469352487114,2.11051179512499,0.435617829015218,0.0841933952483398
2038,0.836577240048233,0.503428376576158,0.551589007951794,-0.493471667474434,-0.405301862652083,-0.271375580941315,-0.55326977850007,0.231013923099117,0.430910862099974,1.23025914226703,0.678566566707124,0.292230982165314,0.102108368134917,2.08302302114508,0.42011891392673,0.0762804869259659
2039,0.818566997540855,0.476728421980845,0.535817451148231,-0.52823251275897,-0.416506985565983,-0.276091997051715,-0.570760908599601,0.203969965674875,0.405052326143744,1.20686656379841,0.654860705025548,0.264979378715005,0.0795232113986932,2.05553424716516,0.404619998838243,0.068367578603592
2040,0.800556755033477,0.450028467385533,0.520045894344667,-0.562993358043506,-0.427712108479883,-0.280808413162115,-0.588252038699133,0.176926008250633,0.379193790187515,1.18347398532979,0.631154843343973,0.237727775264696,0.0569380546624698,2.02804547318525,0.389121083749755,0.0604546702812181
2041,0.783096248354944,0.425001388412629,0.5057675266786,-0.59680641588757,-0.437547560135318,-0.292752103072977,-0.607059132794265,0.15019215209314,0.351722070174869,1.16247471415897,0.609440038875331,0.211962759918243,0.0366561381734343,2.00330700070509,0.371839945057753,0.0484458999425774
2042,0.765635741676411,0.399974309439726,0.491489159012533,-0.630619473731633,-0.447383011790754,-0.30469579298384,-0.625866226889398,0.123458295935648,0.324250350162223,1.14147544298816,0.587725234406689,0.18619774457179,0.0163742216843987,1.97856852822493,0.35455880636575,0.0364371296039367
2043,0.748175234997879,0.374947230466822,0.477210791346465,-0.664432531575696,-0.45721846344619,-0.316639482894703,-0.64467332098453,0.0967244397781553,0.296778630149577,1.12047617181735,0.566010429938046,0.160432729225337,-0.00390769480463682,1.95383005574477,0.337277667673748,0.0244283592652961
2044,0.730714728319346,0.349920151493919,0.462932423680398,-0.698245589419759,-0.467053915101625,-0.328583172805565,-0.663480415079662,0.0699905836206627,0.269306910136931,1.09947690064654,0.544295625469404,0.134667713878884,-0.0241896112936724,1.92909158326461,0.319996528981745,0.0124195889266554
2045,0.713254221640813,0.324893072521015,0.44865405601433,-0.732058647263822,-0.476889366757061,-0.340526862716428,-0.682287509174795,0.0432567274631701,0.241835190124284,1.07847762947573,0.522580821000762,0.108902698532432,-0.0444715277827079,1.90435311078445,0.302715390289743,0.000410818588014727
2046,0.694361219990052,0.301344685035998,0.434100039651475,-0.76549244776585,-0.488039093088208,-0.355070561548672,-0.700382563857964,0.0162459905540024,0.211594634019607,1.0580795873945,0.497955649469213,0.085747137461476,-0.0649494696469399,1.87977319178219,0.288232790854148,-0.015224266904732
2047,0.67546821833929,0.277796297550981,0.419546023288619,-0.798926248267877,-0.499188819419356,-0.369614260380915,-0.718477618541133,-0.0107647463551652,0.18135407791493,1.03768154531328,0.473330477937663,0.0625915763905205,-0.0854274115111719,1.85519327277992,0.273750191418554,-0.0308593523974787
2048,0.656575216688529,0.254247910065963,0.404992006925764,-0.832360048769905,-0.510338545750504,-0.384157959213158,-0.736572673224303,-0.0377754832643329,0.151113521810253,1.01728350323206,0.448705306406114,0.039436015319565,-0.105905353375404,1.83061335377765,0.259267591982959,-0.0464944378902254
2049,0.637682215037767,0.230699522580946,0.390437990562909,-0.865793849271932,-0.521488272081652,-0.398701658045402,-0.754667727907472,-0.0647862201735006,0.120872965705576,0.996885461150838,0.424080134874565,0.0162804542486095,-0.126383295239636,1.80603343477539,0.244784992547364,-0.0621295233829722
2050,0.618789213387005,0.207151135095929,0.375883974200053,-0.899227649773959,-0.532637998412799,-0.413245356877645,-0.772762782590641,-0.0917969570826682,0.0906324096008992,0.976487419069616,0.399454963343016,-0.00687510682234604,-0.146861237103868,1.78145351577312,0.23030239311177,-0.0777646088757189
2051,0.601274413835147,0.187015575488809,0.36282017688487,-0.929935687913583,-0.544867026645104,-0.425307914435953,-0.787064398229844,-0.115748424739779,0.0627005520926738,0.954899360104355,0.372697849308552,-0.0284424265869188,-0.166304133519855,1.74834595942359,0.223313127495408,-0.0923260205368104
2052,0.583759614283288,0.16688001588169,0.349756379569688,-0.960643726053207,-0.557096054877408,-0.437370471994261,-0.801366013869047,-0.13969989239689,0.0347686945844483,0.933311301139095,0.345940735274088,-0.0500097463514915,-0.185747029935841,1.71523840307405,0.216323861879046,-0.106887432197902
2053,0.566244814731429,0.14674445627457,0.336692582254505,-0.991351764192832,-0.569325083109713,-0.449433029552568,-0.81566762950825,-0.163651360054,0.00683683707622285,0.911723242173834,0.319183621239625,-0.0715770661160642,-0.205189926351828,1.68213084672451,0.209334596262685,-0.121448843858993
2054,0.54873001517957,0.126608896667451,0.323628784939323,-1.02205980233246,-0.581554111342018,-0.461495587110876,-0.829969245147453,-0.187602827711111,-0.0210950204320026,0.890135183208574,0.292426507205161,-0.0931443858806369,-0.224632822767814,1.64902329037498,0.202345330646323,-0.136010255520085
2055,0.531215215627712,0.106473337060331,0.31056498762414,-1.05276784047208,-0.593783139574322,-0.473558144669184,-0.844270860786656,-0.211554295368221,-0.0490268779402281,0.868547124243313,0.265669393170698,-0.11471170564521,-0.244075719183801,1.61591573402544,0.195356065029961,-0.150571667181176
2056,0.513632272706799,0.0885045895413894,0.300011969935321,-1.08028555202039,-0.609133884860711,-0.483392559209141,-0.85832716309592,-0.234397325868183,-0.0771639801728585,0.847789072732947,0.237946229619324,-0.132504062520247,-0.261067460539592,1.58437982606658,0.190414601325122,-0.163003926111165
2057,0.496049329785886,0.0705358420224478,0.289458952246502,-1.10780326356871,-0.6244846301471,-0.493226973749099,-0.872383465405184,-0.257240356368145,-0.105301082405489,0.827031021222582,0.210223066067949,-0.150296419395284,-0.278059201895384,1.55284391810771,0.185473137620282,-0.175436185041153
2058,0.478466386864973,0.0525670945035062,0.278905934557683,-1.13532097511702,-0.639835375433488,-0.503061388289057,-0.886439767714449,-0.280083386868106,-0.133438184638119,0.806272969712216,0.182499902516575,-0.168088776270321,-0.295050943251176,1.52130801014884,0.180531673915443,-0.187868443971142
2059,0.46088344394406,0.0345983469845645,0.268352916868864,-1.16283868666533,-0.655186120719877,-0.512895802829014,-0.900496070023713,-0.302926417368068,-0.16157528687075,0.785514918201851,0.154776738965201,-0.185881133145358,-0.312042684606968,1.48977210218998,0.175590210210603,-0.200300702901131
2060,0.443300501023147,0.0166295994656229,0.257799899180045,-1.19035639821364,-0.670536866006266,-0.522730217368972,-0.914552372332977,-0.32576944786803,-0.18971238910338,0.764756866691485,0.127053575413827,-0.203673490020395,-0.32903442596276,1.45823619423111,0.170648746505764,-0.212732961831119
2061,0.417724104996138,0.00735145966302087,0.238472647617156,-1.21328195782625,-0.694506134870421,-0.53708942917611,-0.933292823078078,-0.34608623580255,-0.214365790595221,0.745526595746182,0.102353881286135,-0.215491919984019,-0.337897142074612,1.43193316633411,0.160967760530388,-0.227415822180772
2062,0.392147708969128,-0.00192668013958119,0.219145396054268,-1.23620751743885,-0.718475403734575,-0.551448640983248,-0.952033273823178,-0.36640302373707,-0.239019192087062,0.726296324800879,0.0776541871584424,-0.227310349947643,-0.346759858186465,1.4056301384371,0.151286774555013,-0.242098682530425
2063,0.366571312942119,-0.0112048199421833,0.199818144491379,-1.25913307705146,-0.74244467259873,-0.565807852790385,-0.970773724568279,-0.38671981167159,-0.263672593578903,0.707066053855576,0.0529544930307502,-0.239128779911266,-0.355622574298318,1.3793271105401,0.141605788579637,-0.256781542880078
2064,0.340994916915109,-0.0204829597447853,0.180490892928491,-1.28205863666407,-0.766413941462885,-0.580167064597523,-0.98951417531338,-0.40703659960611,-0.288325995070744,0.687835782910273,0.0282547989030579,-0.25094720987489,-0.36448529041017,1.3530240826431,0.131924802604262,-0.271464403229731
2065,0.3154185208881,-0.0297610995473874,0.161163641365603,-1.30498419627667,-0.790383210327039,-0.594526276404661,-1.00825462605848,-0.42735338754063,-0.312979396562585,0.66860551196497,0.00355510477536569,-0.262765639838514,-0.373348006522023,1.32672105474609,0.122243816628886,-0.286147263579384
2066,0.291791213332955,-0.0377877359226186,0.142142161940968,-1.32321420988743,-0.812888112813488,-0.608416329486137,-1.02509273461385,-0.446585662149175,-0.336310953741088,0.6536884622991,-0.0177437159809779,-0.276901141679164,-0.378125658473345,1.30409604947846,0.109487455683772,-0.296469565803916
2067,0.26816390577781,-0.0458143722978499,0.123120682516333,-1.3414442234982,-0.835393015299937,-0.622306382567612,-1.04193084316921,-0.46581793675772,-0.359642510919591,0.63877141263323,-0.0390425367373215,-0.291036643519815,-0.382903310424667,1.28147104421083,0.0967310947386579,-0.306791868028449
2068,0.244536598222664,-0.0538410086730812,0.104099203091699,-1.35967423710896,-0.857897917786385,-0.636196435649088,-1.05876895172458,-0.485050211366265,-0.382974068098094,0.62385436296736,-0.0603413574936651,-0.305172145360466,-0.387680962375989,1.2588460389432,0.0839747337935437,-0.317114170252981
2069,0.220909290667519,-0.0618676450483124,0.0850777236670641,-1.37790425071972,-0.880402820272834,-0.650086488730564,-1.07560706027994,-0.50428248597481,-0.406305625276597,0.60893731330149,-0.0816401782500087,-0.319307647201117,-0.392458614327311,1.23622103367557,0.0712183728484295,-0.327436472477514
2070,0.197281983112374,-0.0698942814235437,0.0660562442424295,-1.39613426433048,-0.902907722759283,-0.663976541812039,-1.09244516883531,-0.523514760583355,-0.4296371824551,0.59402026363562,-0.102938999006352,-0.333443149041768,-0.397236266278633,1.21359602840794,0.0584620119033152,-0.337758774702046
2071,0.173994511916589,-0.0774331252293137,0.0453419532567678,-1.41444839178067,-0.92035911960842,-0.678443353282863,-1.10524528282495,-0.541804821089196,-0.450685796538806,0.582342608456652,-0.120927103121973,-0.345083845374794,-0.400955602928244,1.19474189454015,0.0427233483112843,-0.347214563690639
2072,0.150707040720803,-0.0849719690350836,0.0246276622711061,-1.43276251923085,-0.937810516457558,-0.692910164753686,-1.11804539681459,-0.560094881595037,-0.471734410622511,0.570664953277684,-0.138915207237593,-0.35672454170782,-0.404674939577854,1.17588776067237,0.0269846847192534,-0.356670352679231
2073,0.127419569525018,-0.0925108128408536,0.00391337128544444,-1.45107664668104,-0.955261913306695,-0.70737697622451,-1.13084551080423,-0.578384942100878,-0.492783024706216,0.558987298098717,-0.156903311353214,-0.368365238040846,-0.408394276227464,1.15703362680459,0.0112460211272225,-0.366126141667824
2074,0.104132098329233,-0.100049656646624,-0.0168009197002172,-1.46939077413123,-0.972713310155833,-0.721843787695333,-1.14364562479387,-0.596675002606719,-0.513831638789921,0.547309642919749,-0.174891415468834,-0.380005934373873,-0.412113612877074,1.13817949293681,-0.00449264246480841,-0.375581930656417
2075,0.0808446271334473,-0.107588500452394,-0.0375152106858789,-1.48770490158141,-0.99016470700497,-0.736310599166157,-1.15644573878351,-0.61496506311256,-0.534880252873626,0.535631987740781,-0.192879519584455,-0.391646630706899,-0.415832949526684,1.11932535906902,-0.0202313060568393,-0.385037719645009
2076,0.0562774343857519,-0.1143773721315,-0.0606700245791369,-1.50757266195064,-1.00077246843482,-0.74978606436207,-1.16664209145613,-0.63080312893163,-0.552026290121601,0.526671649495412,-0.20824212526636,-0.400699784667611,-0.417778483678188,1.10018228085124,-0.0381208506097552,-0.395922268707882
2077,0.0317102416380566,-0.121166243810606,-0.083824838472395,-1.52744042231987,-1.01138022986467,-0.763261529557984,-1.17683844412876,-0.646641194750699,-0.569172327369576,0.517711311250042,-0.223604730948266,-0.409752938628323,-0.419724017829692,1.08103920263346,-0.0560103951626711,-0.406806817770755
2078,0.00714304889036121,-0.127955115489713,-0.106979652365653,-1.5473081826891,-1.02198799129452,-0.776736994753897,-1.18703479680138,-0.662479260569768,-0.586318364617551,0.508750973004672,-0.238967336630171,-0.418806092589035,-0.421669551981196,1.06189612441568,-0.0738999397155871,-0.417691366833628
2079,-0.0174241438573342,-0.134743987168819,-0.130134466258911,-1.56717594305833,-1.03259575272437,-0.790212459949811,-1.19723114947401,-0.678317326388838,-0.603464401865526,0.499790634759303,-0.254329942312077,-0.427859246549747,-0.4236150861327,1.0427530461979,-0.091789484268503,-0.428575915896501
2080,-0.0419913366050295,-0.141532858847926,-0.153289280152169,-1.58704370342756,-1.04320351415422,-0.803687925145724,-1.20742750214663,-0.694155392207907,-0.6206104391135,0.490830296513933,-0.269692547993983,-0.436912400510459,-0.425560620284204,1.02360996798012,-0.109679028821419,-0.439460464959374
2081,-0.0668719038200805,-0.147985698953566,-0.177482854667232,-1.60451105334397,-1.04814451175443,-0.814037118766195,-1.22322208267176,-0.708098560182877,-0.633624548431073,0.484248459866117,-0.282122640968618,-0.443485371556924,-0.426034826372574,1.00624015263733,-0.126932586616511,-0.451028594899254
2082,-0.0917524710351314,-0.154438539059205,-0.201676429182296,-1.62197840326038,-1.05308550935464,-0.824386312386667,-1.23901666319688,-0.722041728157847,-0.646638657748646,0.4776666232183,-0.294552733943254,-0.45005834260339,-0.426509032460944,0.988870337294534,-0.144186144411602,-0.462596724839135
