"year","ANZ","CAM","CAN","CHI","EEU","FSU","JPK","LAM","MAF","MDE","SAS","SEA","SIS","SSA","USA","WEU"
1985,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1986,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1987,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1988,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1989,0.768,2.232,1.23,1.468,0.511,0.875,0.717,1.974,2.572,3.295,2.214,2.045,1.53,2.86,0.983,0.283
1990,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1991,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1992,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1993,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1994,1.785,2.038,1.281,1.12,0.163,0.154,0.478,1.677,2.029,2.367,1.996,1.735,1.34,2.67,0.999,0.376
1995,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1996,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1997,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1998,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
1999,1.017,1.859,1.012,0.938,0.031,-0.019,0.366,1.536,1.959,2.244,1.817,1.543,1.378,2.52,0.835,0.193
2000,1.016,1.781,0.943,0.921,0.038,-0.008,0.423,1.487,1.986,2.222,1.765,1.517,1.344,2.496,0.782,0.184
2001,1.014,1.703,0.873,0.904,0.044,0.003,0.481,1.439,2.012,2.2,1.714,1.49,1.31,2.471,0.729,0.176
2002,1.012,1.625,0.804,0.886,0.05,0.013,0.539,1.39,2.039,2.177,1.662,1.463,1.275,2.446,0.676,0.167
2003,1.011,1.547,0.735,0.869,0.056,0.024,0.596,1.341,2.065,2.155,1.611,1.437,1.241,2.422,0.622,0.159
2004,1.009,1.469,0.666,0.852,0.063,0.035,0.654,1.292,2.091,2.133,1.559,1.41,1.206,2.397,0.569,0.151
2005,1.008,1.391,0.596,0.835,0.069,0.046,0.712,1.244,2.118,2.111,1.508,1.383,1.172,2.373,0.516,0.142
2006,1.006,1.313,0.527,0.818,0.075,0.057,0.769,1.195,2.144,2.089,1.456,1.357,1.138,2.348,0.463,0.134
2007,1.005,1.234,0.458,0.801,0.081,0.068,0.827,1.146,2.171,2.067,1.405,1.33,1.103,2.324,0.41,0.125
2008,1.003,1.156,0.389,0.784,0.088,0.078,0.885,1.097,2.197,2.044,1.353,1.303,1.069,2.299,0.356,0.117
2009,1.002,1.078,0.319,0.767,0.094,0.089,0.942,1.049,2.224,2.022,1.302,1.277,1.034,2.275,0.303,0.108
2010,1,1,0.25,0.75,0.1,0.1,1,1,2.25,2,1.25,1.25,1,2.25,0.25,0.1
2011,0.95,0.975,0.23,0.725,0.095,0.095,0.95,0.975,2.2,1.95,1.225,1.225,0.975,2.2,0.23,0.095
2012,0.9,0.95,0.21,0.7,0.09,0.09,0.9,0.95,2.15,1.9,1.2,1.2,0.95,2.15,0.21,0.09
2013,0.85,0.925,0.19,0.675,0.085,0.085,0.85,0.925,2.1,1.85,1.175,1.175,0.925,2.1,0.19,0.085
2014,0.8,0.9,0.17,0.65,0.08,0.08,0.8,0.9,2.05,1.8,1.15,1.15,0.9,2.05,0.17,0.08
2015,1.76704308867905,1.03874082420854,1.25677804493229,0.288223135645849,0.00369283037990886,0.0429927281008879,0.115916851418074,0.854850937535279,1.27925214896107,1.83280674354689,1.21823626039301,0.932347964540181,0.485284410133868,2.16440115682766,0.936158019456412,0.579858958395207
2016,1.77445802973983,0.981783043095605,1.29172993316587,0.262930937305534,0.00721551632439255,0.0278131102270773,0.106280995628114,0.815004653399498,1.22749205153148,1.76262073246103,1.17850540730538,0.895308706768061,0.43986986768326,2.12515424491406,0.962728184159332,0.582223339310888
2017,1.7818729708006,0.924825261982671,1.32668182139944,0.23763873896522,0.0107382022688762,0.0126334923532667,0.096645139838154,0.775158369263718,1.17573195410189,1.69243472137518,1.13877455421775,0.858269448995941,0.394455325232652,2.08590733300047,0.989298348862251,0.584587720226568
2018,1.78928791186138,0.867867480869737,1.36163370963302,0.212346540624906,0.0142608882133599,-0.0025461255205439,0.087009284048194,0.735312085127937,1.12397185667229,1.62224871028932,1.09904370113012,0.821230191223821,0.349040782782044,2.04666042108688,1.01586851356517,0.586952101142248
2019,1.79670285292215,0.810909699756803,1.39658559786659,0.187054342284592,0.0177835741578436,-0.0177257433943545,0.0773734282582339,0.695465800992157,1.0722117592427,1.55206269920347,1.0593128480425,0.784190933451701,0.303626240331436,2.00741350917328,1.04243867826809,0.589316482057929
2020,1.80411779398293,0.753951918643869,1.43153748610017,0.161762143944277,0.0213062601023273,-0.0329053612681651,0.0677375724682738,0.655619516856376,1.0204516618131,1.48187668811761,1.01958199495487,0.74715167567958,0.258211697880828,1.96816659725969,1.06900884297101,0.591680862973609
2021,1.81239437838291,0.701537682413904,1.45118913829528,0.129814789287939,0.0236798868805543,-0.0451433479270902,0.0611720414028172,0.620417953871555,0.967371269835504,1.43620437093134,0.980482345257645,0.709296436825571,0.214446949863683,1.92378849531357,1.08770155346848,0.607461590040845
2022,1.82067096278289,0.649123446183939,1.47084079049039,0.0978674346316,0.0260535136587814,-0.0573813345860152,0.0546065103373605,0.585216390886734,0.914290877857904,1.39053205374507,0.941382695560424,0.671441197971561,0.170682201846537,1.87941039336746,1.10639426396595,0.623242317108081
2023,1.82894754718288,0.596709209953974,1.4904924426855,0.0659200799752613,0.0284271404370084,-0.0696193212449403,0.0480409792719039,0.550014827901912,0.861210485880304,1.3448597365588,0.902283045863204,0.633585959117551,0.126917453829392,1.83503229142134,1.12508697446343,0.639023044175318
2024,1.83722413158286,0.544294973724009,1.51014409488061,0.0339727253189226,0.0308007672152355,-0.0818573079038654,0.0414754482064472,0.514813264917091,0.808130093902704,1.29918741937253,0.863183396165983,0.595730720263541,0.0831527058122461,1.79065418947522,1.1437796849609,0.654803771242554
2025,1.84550071598284,0.491880737494044,1.52979574707572,0.0020253706625839,0.0331743939934626,-0.0940952945627904,0.0349099171409906,0.47961170193227,0.755049701925103,1.25351510218625,0.824083746468762,0.557875481409531,0.0393879577951006,1.74627608752911,1.16247239545837,0.67058449830979
2026,1.82074035452816,0.453126410879734,1.51696284646638,-0.0296342232269642,0.0278783825250173,-0.103347194212957,0.0291732566856373,0.447352134514145,0.71299060429336,1.21127791767608,0.787433685968284,0.522404364132929,0.00733396262498687,1.69966989462524,1.16101392869525,0.675327263584982
2027,1.79597999307348,0.414372084265424,1.50412994585704,-0.0612938171165123,0.022582371056572,-0.112599093863124,0.023436596230284,0.41509256709602,0.670931506661616,1.1690407331659,0.750783625467806,0.486933246856327,-0.0247200325451269,1.65306370172136,1.15955546193213,0.680070028860174
2028,1.7712196316188,0.375617757651114,1.49129704524769,-0.0929534110060604,0.0172863595881267,-0.121850993513291,0.0176999357749308,0.382832999677896,0.628872409029873,1.12680354865573,0.714133564967327,0.451462129579725,-0.0567740277152406,1.60645750881749,1.15809699516901,0.684812794135365
2029,1.74645927016412,0.336863431036805,1.47846414463835,-0.124613004895608,0.0119903481196815,-0.131102893163457,0.0119632753195775,0.350573432259771,0.586813311398129,1.08456636414556,0.677483504466849,0.415991012303123,-0.0888280228853544,1.55985131591362,1.15663852840589,0.689555559410557
2030,1.72169890870943,0.298109104422495,1.46563124402901,-0.156272598785157,0.0066943366512362,-0.140354792813624,0.00622661486422427,0.318313864841646,0.544754213766385,1.04232917963538,0.640833443966371,0.380519895026521,-0.120882018055468,1.51324512300974,1.15518006164277,0.694298324685749
2031,1.69567927637837,0.269796689975719,1.4461977303451,-0.183543947668448,-0.000738866758258627,-0.139742041165836,-0.00346982381928429,0.294622138815934,0.520636626272317,1.01603065425967,0.61647928262627,0.354848603059117,-0.142431343895841,1.48395988506321,1.1447305184709,0.693498758519318
2032,1.66965964404731,0.241484275528943,1.4267642166612,-0.210815296551738,-0.00817207016775345,-0.139129289518047,-0.0131662625027928,0.270930412790222,0.496519038778249,0.989732128883953,0.592125121286169,0.329177311091713,-0.163980669736215,1.45467464711668,1.13428097529903,0.692699192352886
2033,1.64364001171624,0.213171861082166,1.40733070297729,-0.238086645435029,-0.0156052735772483,-0.138516537870259,-0.0228627011863014,0.24723868676451,0.472401451284181,0.963433603508239,0.567770959946068,0.303506019124309,-0.185529995576588,1.42538940917015,1.12383143212716,0.691899626186454
2034,1.61762037938518,0.18485944663539,1.38789718929338,-0.26535799431832,-0.0230384769867431,-0.137903786222471,-0.03255913986981,0.223546960738799,0.448283863790113,0.937135078132525,0.543416798605967,0.277834727156905,-0.207079321416961,1.39610417122361,1.11338188895529,0.691100060020022
2035,1.59160074705411,0.156547032188614,1.36846367560948,-0.292629343201611,-0.0304716803962379,-0.137291034574683,-0.0422555785533185,0.199855234713087,0.424166276296045,0.910836552756811,0.519062637265866,0.252163435189501,-0.228628647257334,1.36681893327708,1.10293234578343,0.690300493853591
2036,1.57748959420345,0.12682686016289,1.36076326836176,-0.321987336132574,-0.0310850412297992,-0.14083470121846,-0.0501878138362644,0.174833492333666,0.400997790520372,0.882399518008699,0.49226304081655,0.223893536854978,-0.253020115828075,1.33265239124854,1.09601449069325,0.692461528867452
2037,1.56337844135278,0.0971066881371652,1.35306286111404,-0.351345329063537,-0.0316984020633604,-0.144378367862237,-0.0581200491192102,0.149811749954245,0.377829304744699,0.853962483260586,0.465463444367233,0.195623638520455,-0.277411584398817,1.29848584922001,1.08909663560308,0.694622563881313
2038,1.54926728850212,0.0673865161114406,1.34536245386633,-0.3807033219945,-0.0323117628969216,-0.147922034506014,-0.066052284402156,0.124790007574824,0.354660818969026,0.825525448512474,0.438663847917917,0.167353740185932,-0.301803052969558,1.26431930719147,1.08217878051291,0.696783598895174
2039,1.53515613565145,0.0376663440857161,1.33766204661861,-0.410061314925463,-0.0329251237304828,-0.151465701149791,-0.0739845196851019,0.0997682651954035,0.331492333193353,0.797088413764362,0.411864251468601,0.139083841851408,-0.326194521540299,1.23015276516293,1.07526092542274,0.698944633909035
2040,1.52104498280079,0.0079461720599916,1.32996163937089,-0.439419307856426,-0.0335384845640441,-0.155009367793568,-0.0819167549680477,0.0747465228159827,0.30832384741768,0.76865137901625,0.385064655019285,0.110813943516885,-0.350585990111041,1.19598622313439,1.06834307033257,0.701105668922897
2041,1.51250134010394,-0.0216044343895483,1.32921462468296,-0.46783010587502,-0.0321716280333595,-0.167418756438711,-0.0867629357121635,0.0500619718387463,0.282557407386723,0.735343596012239,0.357720822748329,0.0812826271573108,-0.376156266293592,1.15845431275645,1.06375724176918,0.703237108291281
2042,1.50395769740708,-0.0511550408390882,1.32846760999503,-0.496240903893614,-0.0308047715026749,-0.179828145083853,-0.0916091164562793,0.0253774208615098,0.256790967355767,0.702035813008228,0.330376990477372,0.0517513107977363,-0.401726542476144,1.1209224023785,1.0591714132058,0.705368547659666
2043,1.49541405471023,-0.0807056472886281,1.3277205953071,-0.524651701912209,-0.0294379149719903,-0.192237533728996,-0.0964552972003951,0.000692869884273417,0.23102452732481,0.668728030004218,0.303033158206416,0.0222199944381618,-0.427296818658696,1.08339049200056,1.05458558464242,0.707499987028051
2044,1.48687041201337,-0.110256253738168,1.32697358061917,-0.553062499930803,-0.0280710584413058,-0.204646922374139,-0.101301477944511,-0.023991681092963,0.205258087293854,0.635420247000207,0.27568932593546,-0.00731132192141271,-0.452867094841247,1.04585858162261,1.04999975607903,0.709631426396435
2045,1.47832676931652,-0.139806860187708,1.32622656593124,-0.581473297949398,-0.0267042019106212,-0.217056311019281,-0.106147658688627,-0.0486762320701994,0.179491647262897,0.602112463996196,0.248345493664504,-0.0368426382809872,-0.478437371023799,1.00832667124466,1.04541392751565,0.71176286576482
2046,1.46892546757184,-0.167569537864074,1.3247009080879,-0.608596299475896,-0.02735079236311,-0.234358624374515,-0.108423245277582,-0.0739457719998682,0.151296595338888,0.56762878594232,0.219738488409797,-0.0659192408380593,-0.503782253382381,0.97188862328828,1.04564904196421,0.712314958642453
2047,1.45952416582716,-0.19533221554044,1.32317525024455,-0.635719301002395,-0.0279973828155988,-0.25166093772975,-0.110698831866538,-0.0992153119295369,0.123101543414879,0.533145107888444,0.191131483155091,-0.0949958433951315,-0.529127135740963,0.935450575331895,1.04588415641278,0.712867051520085
2048,1.45012286408248,-0.223094893216806,1.32164959240121,-0.662842302528894,-0.0286439732680877,-0.268963251084984,-0.112974418455494,-0.124484851859206,0.0949064914908693,0.498661429834568,0.162524477900385,-0.124072445952204,-0.554472018099545,0.899012527375511,1.04611927086134,0.713419144397718
2049,1.4407215623378,-0.250857570893173,1.32012393455787,-0.689965304055393,-0.0292905637205765,-0.286265564440218,-0.115250005044449,-0.149754391788874,0.06671143956686,0.464177751780692,0.133917472645679,-0.153149048509276,-0.579816900458128,0.862574479419127,1.0463543853099,0.71397123727535
2050,1.43132026059312,-0.278620248569539,1.31859827671452,-0.717088305581892,-0.0299371541730653,-0.303567877795452,-0.117525591633405,-0.175023931718543,0.0385163876428507,0.429694073726816,0.105310467390973,-0.182225651066348,-0.60516178281671,0.826136431462743,1.04658949975847,0.714523330152983
2051,1.41619745512314,-0.301249959906893,1.31036829774523,-0.741548776401015,-0.034566245589025,-0.316979305997835,-0.118497807072273,-0.197446821954459,0.0130207594907228,0.400168753945596,0.0789026520130931,-0.207039844899291,-0.62873182638524,0.795553887215146,1.046400180644,0.711273287405891
2052,1.40107464965316,-0.323879671244247,1.30213831877593,-0.766009247220139,-0.0391953370049847,-0.330390734200219,-0.119470022511141,-0.219869712190375,-0.0124748686614051,0.370643434164375,0.0524948366352129,-0.231854038732233,-0.652301869953771,0.764971342967549,1.04621086152954,0.7080232446588
2053,1.38595184418319,-0.346509382581601,1.29390833980664,-0.790469718039262,-0.0438244284209444,-0.343802162402602,-0.120442237950009,-0.242292602426291,-0.037970496813533,0.341118114383154,0.0260870212573328,-0.256668232565176,-0.675871913522301,0.734388798719952,1.04602154241508,0.704773201911708
2054,1.37082903871321,-0.369139093918955,1.28567836083735,-0.814930188858385,-0.048453519836904,-0.357213590604986,-0.121414453388877,-0.264715492662206,-0.063466124965661,0.311592794601934,-0.000320794120547419,-0.281482426398119,-0.699441957090832,0.703806254472354,1.04583222330062,0.701523159164616
2055,1.35570623324324,-0.39176880525631,1.27744838186805,-0.839390659677508,-0.0530826112528637,-0.370625018807369,-0.122386668827745,-0.287138382898122,-0.0889617531177889,0.282067474820713,-0.0267286094984276,-0.306296620231061,-0.723012000659362,0.673223710224757,1.04564290418616,0.698273116417525
2056,1.33925258921414,-0.412481783312701,1.26648429429336,-0.862009093580502,-0.0601522437181568,-0.38040076148792,-0.13034608593171,-0.308691287967089,-0.112774957099453,0.25620852648724,-0.0534106815322644,-0.326840074640211,-0.745355152089513,0.645374959719218,1.04493941423187,0.694696997504431
2057,1.32279894518505,-0.433194761369093,1.25552020671866,-0.884627527483497,-0.0672218761834498,-0.390176504168471,-0.138305503035674,-0.330244193036056,-0.136588161081117,0.230349578153768,-0.0800927535661011,-0.347383529049361,-0.767698303519664,0.617526209213679,1.04423592427757,0.691120878591338
2058,1.30634530115595,-0.453907739425485,1.24455611914396,-0.907245961386491,-0.0742915086487428,-0.399952246849022,-0.146264920139638,-0.351797098105022,-0.160401365062781,0.204490629820295,-0.106774825599938,-0.367926983458511,-0.790041454949815,0.58967745870814,1.04353243432328,0.687544759678245
2059,1.28989165712686,-0.474620717481877,1.23359203156927,-0.929864395289486,-0.0813611411140358,-0.409727989529574,-0.154224337243603,-0.373350003173989,-0.184214569044445,0.178631681486823,-0.133456897633775,-0.388470437867661,-0.812384606379966,0.561828708202601,1.04282894436898,0.683968640765151
2060,1.27343801309776,-0.495333695538269,1.22262794399457,-0.95248282919248,-0.0884307735793288,-0.419503732210125,-0.162183754347567,-0.394902908242956,-0.208027773026109,0.15277273315335,-0.160138969667611,-0.409013892276811,-0.834727757810116,0.533979957697062,1.04212545441469,0.680392521852058
2061,1.24357649345537,-0.503192288123098,1.200556132032,-0.972915119440978,-0.103947558271764,-0.433812576101935,-0.17587290184369,-0.412935848789016,-0.225964196027681,0.12972874110138,-0.185129192370024,-0.422608228435284,-0.844828546130725,0.511516314389278,1.03271901174604,0.666469867780188
2062,1.21371497381298,-0.511050880707926,1.17848432006944,-0.993347409689476,-0.119464342964199,-0.448121419993746,-0.189562049339813,-0.430968789335076,-0.243900619029254,0.10668474904941,-0.210119415072436,-0.436202564593757,-0.854929334451333,0.489052671081494,1.02331256907739,0.652547213708319
2063,1.18385345417059,-0.518909473292755,1.15641250810687,-1.01377969993797,-0.134981127656635,-0.462430263885556,-0.203251196835936,-0.449001729881136,-0.261837042030826,0.0836407569974407,-0.235109637774849,-0.449796900752231,-0.865030122771941,0.466589027773709,1.01390612640873,0.638624559636449
2064,1.1539919345282,-0.526768065877583,1.13434069614431,-1.03421199018647,-0.15049791234907,-0.476739107777366,-0.216940344332059,-0.467034670427195,-0.279773465032398,0.0605967649454708,-0.260099860477261,-0.463391236910704,-0.87513091109255,0.444125384465925,1.00449968374008,0.62470190556458
2065,1.12413041488582,-0.534626658462412,1.11226888418174,-1.05464428043497,-0.166014697041506,-0.491047951669177,-0.230629491828183,-0.485067610973255,-0.29770988803397,0.037552772893501,-0.285090083179673,-0.476985573069177,-0.885231699413158,0.421661741158141,0.995093241071432,0.61077925149271
2066,1.09621587051997,-0.541955658090034,1.08723169638548,-1.07104244603616,-0.179458174142069,-0.507041437128701,-0.244857537306311,-0.502452902523047,-0.315469223962606,0.0148446391896484,-0.309525652448677,-0.495843046746065,-0.894310336786415,0.399229756226385,0.984213849255413,0.596692690476459
2067,1.06830132615412,-0.549284657717657,1.06219450858922,-1.08744061163734,-0.192901651242632,-0.523034922588226,-0.25908558278444,-0.519838194072839,-0.333228559891241,-0.00786349451420421,-0.33396122171768,-0.514700520422953,-0.903388974159671,0.376797771294628,0.973334457439394,0.582606129460208
2068,1.04038678178827,-0.55661365734528,1.03715732079297,-1.10383877723853,-0.206345128343195,-0.53902840804775,-0.273313628262568,-0.537223485622631,-0.350987895819876,-0.0305716282180568,-0.358396790986684,-0.53355799409984,-0.912467611532928,0.354365786362871,0.962455065623375,0.568519568443957
2069,1.01247223742241,-0.563942656972902,1.01212013299671,-1.12023694283972,-0.219788605443758,-0.555021893507275,-0.287541673740697,-0.554608777172423,-0.368747231748512,-0.0532797619219094,-0.382832360255687,-0.552415467776728,-0.921546248906184,0.331933801431115,0.951575673807357,0.554433007427706
2070,0.984557693056565,-0.571271656600525,0.987082945200446,-1.13663510844091,-0.233232082544321,-0.571015378966799,-0.301769719218825,-0.571994068722215,-0.386506567677147,-0.075987895625762,-0.407267929524691,-0.571272941453616,-0.930624886279441,0.309501816499358,0.940696281991338,0.540346446411455
2071,0.961549476852741,-0.578148981418558,0.96626487618233,-1.15039082121959,-0.243604511905187,-0.590260696893778,-0.312688895914413,-0.589671704859795,-0.404684624521259,-0.0987675605965999,-0.431791424812495,-0.590158432985417,-0.940170809698553,0.287271449751878,0.930383492752087,0.528070558547631
2072,0.938541260648917,-0.585026306236591,0.945446807164214,-1.16414653399828,-0.253976941266052,-0.609506014820758,-0.32360807261,-0.607349340997376,-0.42286268136537,-0.121547225567438,-0.4563149201003,-0.609043924517219,-0.949716733117665,0.265041083004398,0.920070703512836,0.515794670683807
2073,0.915533044445094,-0.591903631054624,0.924628738146098,-1.17790224677696,-0.264349370626917,-0.628751332747737,-0.334527249305587,-0.625026977134957,-0.441040738209482,-0.144326890538276,-0.480838415388105,-0.62792941604902,-0.959262656536777,0.242810716256918,0.909757914273586,0.503518782819983
2074,0.89252482824127,-0.598780955872658,0.903810669127982,-1.19165795955565,-0.274721799987783,-0.647996650674716,-0.345446426001175,-0.642704613272538,-0.459218795053593,-0.167106555509113,-0.50536191067591,-0.646814907580822,-0.968808579955889,0.220580349509438,0.899445125034335,0.491242894956159
2075,0.869516612037446,-0.605658280690691,0.882992600109866,-1.20541367233433,-0.285094229348648,-0.667241968601695,-0.356365602696762,-0.660382249410119,-0.477396851897705,-0.189886220479951,-0.529885405963715,-0.665700399112623,-0.978354503375001,0.198349982761958,0.889132335795084,0.478967007092335
2076,0.842886918991796,-0.612698878597211,0.863695129245019,-1.22162232091825,-0.295298868087046,-0.687587711202089,-0.361080408461207,-0.677770490938296,-0.495115279132954,-0.211319377565984,-0.553873056551781,-0.683909323725311,-0.988542025115973,0.177297598111594,0.873426880166148,0.469420503483975
2077,0.816257225946146,-0.619739476503731,0.844397658380172,-1.23783096950217,-0.305503506825444,-0.707933453802483,-0.365795214225653,-0.695158732466474,-0.512833706368203,-0.232752534652017,-0.577860707139848,-0.702118248338,-0.998729546856945,0.15624521346123,0.857721424537212,0.459873999875615
2078,0.789627532900496,-0.626780074410251,0.825100187515324,-1.25403961808608,-0.315708145563842,-0.728279196402877,-0.370510019990098,-0.712546973994652,-0.530552133603452,-0.254185691738049,-0.601848357727914,-0.720327172950688,-1.00891706859792,0.135192828810866,0.842015968908276,0.450327496267255
2079,0.762997839854846,-0.633820672316772,0.805802716650477,-1.27024826667,-0.32591278430224,-0.748624939003271,-0.375224825754543,-0.72993521552283,-0.548270560838702,-0.275618848824082,-0.625836008315981,-0.738536097563376,-1.01910459033889,0.114140444160502,0.82631051327934,0.440780992658896
2080,0.736368146809196,-0.640861270223292,0.786505245785629,-1.28645691525392,-0.336117423040638,-0.768970681603665,-0.379939631518988,-0.747323457051008,-0.565988988073951,-0.297052005910114,-0.649823658904047,-0.756745022176064,-1.02929211207986,0.093088059510138,0.810605057650404,0.431234489050536
2081,0.707796882284355,-0.657432174731662,0.758716552046539,-1.30581468941754,-0.346826187045017,-0.785740173765994,-0.385433591413553,-0.767403573429908,-0.581929930221323,-0.318565800613371,-0.673103389332947,-0.775242413047452,-1.03841624656808,0.0735983128480489,0.793511507084661,0.416972992119771
2082,0.679225617759514,-0.674003079240033,0.730927858307449,-1.32517246358116,-0.357534951049396,-0.802509665928324,-0.390927551308118,-0.787483689808808,-0.597870872368695,-0.340079595316627,-0.696383119761848,-0.79373980391884,-1.04754038105629,0.0541085661859597,0.776417956518918,0.402711495189005
