"year","ANZ","CAM","CAN","CHI","EEU","FSU","JPK","LAM","MAF","MDE","SAS","SEA","SIS","SSA","USA","WEU"
1971,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1972,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1973,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1974,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1975,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1976,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1977,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1978,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1979,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1980,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1981,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1982,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1983,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1984,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1985,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1986,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1987,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1988,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1989,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1990,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1991,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1992,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1993,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1994,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1995,1.648,3.076,0.218,7.798,3.88,-3.47,3.814,1.651,4.516,1.839,4.854,5.408,3.473,1.917,2.734,1.559
1996,1.427,4.767,4.42,7.216,3.235,1.246,0.873,3.327,0.681,2.139,2.744,2.825,2.69,0.52,6.055,2.351
1997,2.871,4.921,3.358,7.253,3.241,0.432,1.823,3.611,1.995,3.543,2.749,3.743,5.402,0.256,3.595,2.466
1998,3.617,3.051,2.298,4.783,2.515,-4.268,-1.915,-0.568,3.453,1.298,3.627,-4.166,3.532,-1.552,3.535,2.641
1999,3.525,1.981,3.528,5.684,2.508,2.683,1.303,-3.042,3.11,-2.684,4.744,2.699,2.462,-0.425,3.395,2.348
2000,2.678,0.799,3.668,7.491,3.709,7.6,1.944,1.544,2.011,3.349,4.055,4.499,5.542,0.505,4.155,3.176
2001,2.081,0.969,1.852,3.817,2.065,2.065,1.998,0.969,0.969,0.024,3.084,3.817,0.969,0.969,1.682,1.852
2002,2.061,1.139,1.856,3.701,2.243,2.243,2.053,1.139,1.139,0.299,3.019,3.701,1.139,1.139,1.698,1.856
2003,2.041,1.309,1.861,3.584,2.422,2.422,2.041,1.309,1.309,0.574,2.954,3.584,1.309,1.309,1.715,1.861
2004,2.021,1.479,1.866,3.468,2.6,2.6,2.021,1.479,1.479,0.849,2.889,3.468,1.479,1.479,1.731,1.866
2005,2.002,1.649,1.871,3.351,2.779,2.779,2.002,1.649,1.649,1.124,2.824,3.351,1.649,1.649,1.748,1.871
2006,1.982,1.818,1.875,3.234,2.958,2.958,1.982,1.818,1.818,1.398,2.758,3.234,1.818,1.818,1.764,1.875
2007,1.962,1.988,1.88,3.118,3.136,3.136,1.962,1.988,1.988,1.673,2.693,3.118,1.988,1.988,1.781,1.88
2008,1.942,2.158,1.885,3.001,3.315,3.315,1.942,2.158,2.158,1.948,2.628,3.001,2.158,2.158,1.797,1.885
2009,1.922,2.328,1.889,2.885,3.493,3.493,1.922,2.328,2.328,2.223,2.563,2.885,2.328,2.328,1.814,1.889
2010,1.902,2.498,1.83,2.768,3.672,3.672,1.902,2.498,2.498,2.498,2.498,2.498,2.498,2.498,1.83,1.894
2011,1.881,2.493,1.816,2.779,3.649,3.649,1.881,2.493,2.493,2.493,2.493,2.493,2.493,2.493,1.816,1.874
2012,1.86,2.488,1.802,2.79,3.626,3.626,1.86,2.488,2.488,2.488,2.488,2.488,2.488,2.488,1.802,1.855
2013,1.84,2.482,1.788,2.8,3.604,3.604,1.84,2.482,2.482,2.482,2.482,2.482,2.482,2.482,1.788,1.835
2014,1.819,2.477,1.774,2.811,3.581,3.581,1.819,2.477,2.477,2.477,2.477,2.477,2.477,2.477,1.774,1.816
2015,1.72475338713218,2.31404320247597,1.33447314141413,8.23832412356156,2.40347855032477,4.09889925358999,1.80606141554491,2.95351081394413,2.14415473113176,2.41691097683345,4.77704865968387,3.8853391378447,2.25726841129832,2.64316023667202,1.62527744559473,0.955071834291243
2016,1.73841054920974,2.28409103008678,1.35978417298659,8.08051734141355,2.51993348867164,4.02679263100972,1.80818056839738,2.96932751464383,2.48580224180668,2.40880900458821,4.82585750481762,3.94920936277097,2.25226318793516,2.76916812972535,1.71305334355705,1.02913141823312
2017,1.7520677112873,2.25413885769759,1.38509520455906,7.92271055926554,2.63638842701852,3.95468600842944,1.81029972124984,2.98514421534354,2.82744975248159,2.40070703234296,4.87466634995137,4.01307958769723,2.247257964572,2.89517602277868,1.80082924151937,1.103191002175
2018,1.76572487336486,2.22418668530839,1.41040623613153,7.76490377711752,2.75284336536539,3.88257938584916,1.81241887410231,3.00096091604324,3.16909726315651,2.39260506009771,4.92347519508512,4.0769498126235,2.24225274120885,3.02118391583201,1.88860513948169,1.17725058611688
2019,1.77938203544243,2.1942345129192,1.43571726770399,7.60709699496951,2.86929830371227,3.81047276326889,1.81453802695477,3.01677761674294,3.51074477383142,2.38450308785247,4.97228404021887,4.14082003754976,2.23724751784569,3.14719180888534,1.97638103744401,1.25131017005876
2020,1.79303919751999,2.16428234053001,1.46102829927646,7.4492902128215,2.98575324205914,3.73836614068861,1.81665717980724,3.03259431744265,3.85239228450633,2.37640111560722,5.02109288535262,4.20469026247603,2.23224229448253,3.27319970193867,2.06415693540634,1.32536975400064
2021,1.71210986208378,2.0886165759481,1.38510631709552,6.9864510445715,2.88504633158108,3.62839004446551,1.81259413787533,2.85239923076999,3.74702074735505,2.28016203735131,4.80214127473004,4.00057676510711,2.13385342001303,3.14142458465402,1.95071871725244,1.28493229891574
2022,1.63118052664757,2.01295081136619,1.30918433491459,6.5236118763215,2.78433942110302,3.51841394824241,1.80853109594342,2.67220414409732,3.64164921020376,2.18392295909541,4.58318966410746,3.7964632677382,2.03546454554353,3.00964946736936,1.83728049909854,1.24449484383085
2023,1.55025119121137,1.93728504678428,1.23326235273366,6.0607727080715,2.68363251062496,3.40843785201931,1.80446805401151,2.49200905742466,3.53627767305247,2.0876838808395,4.36423805348488,3.59234977036928,1.93707567107404,2.87787435008471,1.72384228094465,1.20405738874596
2024,1.46932185577516,1.86161928220236,1.15734037055272,5.59793353982149,2.58292560014691,3.2984617557962,1.8004050120796,2.311813970752,3.43090613590118,1.99144480258359,4.1452864428623,3.38823627300036,1.83868679660454,2.74609923280006,1.61040406279075,1.16361993366106
2025,1.38839252033895,1.78595351762045,1.08141838837179,5.13509437157149,2.48221868966885,3.1884856595731,1.79634197014769,2.13161888407933,3.32553459874989,1.89520572432769,3.92633483223972,3.18412277563145,1.74029792213504,2.61432411551541,1.49696584463686,1.12318247857617
2026,1.32181604671344,1.70661284273481,1.09572514580528,4.76268716392786,2.40080693183615,3.07653294372262,1.74945365700605,2.00294273808058,3.19110593689957,1.84939320813459,3.70374990349341,3.01510988868152,1.65365508939307,2.50457995908822,1.42787667120198,1.09880780574389
2027,1.25523957308792,1.62727216784916,1.11003190323876,4.39027995628423,2.31939517400345,2.96458022787214,1.70256534386441,1.87426659208183,3.05667727504926,1.80358069194149,3.4811649747471,2.8460970017316,1.5670122566511,2.39483580266103,1.3587874977671,1.07443313291161
2028,1.1886630994624,1.54793149296351,1.12433866067224,4.0178727486406,2.23798341617075,2.85262751202166,1.65567703072277,1.74559044608307,2.92224861319894,1.75776817574839,3.2585800460008,2.67708411478167,1.48036942390913,2.28509164623384,1.28969832433223,1.05005846007932
2029,1.12208662583689,1.46859081807787,1.13864541810573,3.64546554099697,2.15657165833805,2.74067479617118,1.60878871758113,1.61691430008432,2.78781995134862,1.7119556595553,3.03599511725449,2.50807122783174,1.39372659116716,2.17534748980665,1.22060915089735,1.02568378724704
2030,1.05551015221137,1.38925014319222,1.15295217553921,3.27305833335334,2.07515990050535,2.6287220803207,1.56190040443949,1.48823815408556,2.65339128949831,1.6661431433622,2.81341018850818,2.33905834088182,1.30708375842519,2.06560333337946,1.15151997746248,1.00130911441476
2031,1.01273324847971,1.3326664808509,1.21140179800236,3.01412109238143,2.00476357960419,2.52810130469763,1.48438802284519,1.40139412290568,2.52823759890489,1.62011542969014,2.65627938750276,2.22395325867589,1.25668527830789,1.97938672077462,1.10547383289079,0.983066688477647
2032,0.969956344748053,1.27608281850958,1.2698514204655,2.75518385140953,1.93436725870303,2.42748052907455,1.40687564125089,1.31455009172579,2.40308390831147,1.57408771601809,2.49914858649733,2.10884817646997,1.20628679819058,1.89317010816978,1.05942768831909,0.964824262540533
2033,0.927179441016395,1.21949915616825,1.32830104292864,2.49624661043762,1.86397093780187,2.32685975345148,1.32936325965659,1.22770606054591,2.27793021771805,1.52806000234603,2.34201778549191,1.99374309426405,1.15588831807328,1.80695349556494,1.0133815437474,0.94658183660342
2034,0.884402537284736,1.16291549382693,1.38675066539179,2.23730936946572,1.79357461690071,2.22623897782841,1.2518508780623,1.14086202936603,2.15277652712464,1.48203228867398,2.18488698448648,1.87863801205813,1.10548983795598,1.72073688296011,0.967335399175711,0.928339410666306
2035,0.841625633553078,1.10633183148561,1.44520028785493,1.97837212849381,1.72317829599955,2.12561820220534,1.174338496468,1.05401799818614,2.02762283653122,1.43600457500193,2.02775618348106,1.76353292985221,1.05509135783868,1.63452027035527,0.921289254604019,0.910096984729192
2036,0.818398319140696,1.06591656103121,1.47876047806286,1.88624785901259,1.66693790902639,2.02628205104412,1.12856554309122,1.03005310669874,1.94974344244795,1.38171442887003,1.95865431768751,1.72543173747278,1.05752764485974,1.62436270525574,0.898263465626901,0.909156947973582
2037,0.795171004728314,1.02550129057682,1.51232066827078,1.79412358953137,1.61069752205324,1.92694589988291,1.08279258971444,1.00608821521134,1.87186404836468,1.32742428273813,1.88955245189396,1.68733054509336,1.0599639318808,1.6142051401562,0.875237676649783,0.908216911217972
2038,0.771943690315933,0.98508602012243,1.54588085847871,1.70199932005015,1.55445713508008,1.8276097487217,1.03701963633767,0.982123323723934,1.7939846542814,1.27313413660624,1.82045058610042,1.64922935271394,1.06240021890186,1.60404757505667,0.852211887672665,0.907276874462362
2039,0.748716375903551,0.944670749668037,1.57944104868664,1.60987505056893,1.49821674810692,1.72827359756048,0.991246682960889,0.958158432236531,1.71610526019813,1.21884399047434,1.75134872030687,1.61112816033452,1.06483650592292,1.59389000995714,0.829186098695547,0.906336837706752
2040,0.725489061491169,0.904255479213645,1.61300123889456,1.51775078108771,1.44197636113377,1.62893744639927,0.945473729584112,0.934193540749129,1.63822586611486,1.16455384434244,1.68224685451333,1.57302696795509,1.06727279294399,1.58373244485761,0.806160309718429,0.905396800951142
2041,0.71419405442676,0.876930904464981,1.59701490792379,1.45881110999755,1.37781140848662,1.50397054291164,0.931066151043876,0.911472049513398,1.58056335535065,1.08614250660836,1.61839092856052,1.53016708247575,1.06785978295851,1.58671685061875,0.7910121369616,0.894264931070992
2042,0.702899047362351,0.849606329716317,1.58102857695302,1.39987143890739,1.31364645583948,1.37900363942402,0.916658572503639,0.888750558277667,1.52290084458644,1.00773116887428,1.55453500260771,1.4873071969964,1.06844677297304,1.58970125637989,0.77586396420477,0.883133061190842
2043,0.691604040297942,0.822281754967653,1.56504224598225,1.34093176781723,1.24948150319234,1.25403673593639,0.902250993963403,0.866029067041936,1.46523833382223,0.929319831140192,1.4906790766549,1.44444731151706,1.06903376298757,1.59268566214104,0.760715791447941,0.872001191310692
2044,0.680309033233533,0.794957180218989,1.54905591501148,1.28199209672708,1.18531655054519,1.12906983244876,0.887843415423166,0.843307575806205,1.40757582305802,0.850908493406108,1.4268231507021,1.40158742603771,1.0696207530021,1.59567006790218,0.745567618691112,0.860869321430542
2045,0.669014026169124,0.767632605470325,1.53306958404071,1.22305242563692,1.12115159789805,1.00410292896114,0.87343583688293,0.820586084570474,1.34991331229382,0.772497155672025,1.36296722474929,1.35872754055837,1.07020774301663,1.59865447366332,0.730419445934283,0.849737451550392
2046,0.640816609504311,0.759361647900731,1.4885141919179,1.15279861269867,1.084138967271,0.905473808158703,0.85363958764066,0.803318224825831,1.31443759212781,0.700577238702702,1.31683086480501,1.31881473692079,1.06467250472292,1.60964881971253,0.704477798273078,0.839046055611798
2047,0.612619192839499,0.751090690331138,1.44395879979509,1.08254479976042,1.04712633664394,0.80684468735627,0.83384333839839,0.786050365081188,1.27896187196181,0.628657321733379,1.27069450486073,1.27890193328321,1.05913726642922,1.62064316576175,0.678536150611873,0.828354659673205
2048,0.584421776174686,0.742819732761544,1.39940340767228,1.01229098682217,1.01011370601689,0.708215566553836,0.81404708915612,0.768782505336545,1.2434861517958,0.556737404764056,1.22455814491644,1.23898912964563,1.05360202813551,1.63163751181096,0.652594502950667,0.817663263734612
2049,0.556224359509874,0.73454877519195,1.35484801554947,0.942037173883916,0.973101075389837,0.609586445751402,0.79425083991385,0.751514645591902,1.2080104316298,0.484817487794733,1.17842178497216,1.19907632600805,1.0480667898418,1.64263185786017,0.626652855289462,0.806971867796018
2050,0.528026942845061,0.726277817622356,1.31029262342666,0.871783360945666,0.936088444762784,0.510957324948969,0.774454590671581,0.734246785847259,1.17253471146379,0.41289757082541,1.13228542502788,1.15916352237047,1.0425315515481,1.65362620390939,0.600711207628257,0.796280471857425
2051,0.518953446048136,0.727429970397657,1.26936435626842,0.821455476032957,0.920318805885603,0.494821427990617,0.776429707712025,0.731669287286647,1.17500262197705,0.380222201775426,1.11461666690791,1.14313680955312,1.0436861924189,1.67954250865413,0.587777121504702,0.796909160388792
2052,0.509879949251211,0.728582123172958,1.22843608911019,0.771127591120249,0.904549167008422,0.478685531032266,0.77840482475247,0.729091788726035,1.17747053249032,0.347546832725443,1.09694790878794,1.12711009673578,1.0448408332897,1.70545881339887,0.574843035381147,0.79753784892016
2053,0.500806452454285,0.729734275948259,1.18750782195196,0.72079970620754,0.888779528131241,0.462549634073914,0.780379941792915,0.726514290165423,1.17993844300358,0.314871463675459,1.07927915066797,1.11108338391844,1.0459954741605,1.73137511814361,0.561908949257592,0.798166537451528
2054,0.49173295565736,0.730886428723561,1.14657955479372,0.670471821294831,0.873009889254059,0.446413737115563,0.782355058833359,0.723936791604811,1.18240635351685,0.282196094625475,1.061610392548,1.09505667110109,1.0471501150313,1.75729142288835,0.548974863134037,0.798795225982896
2055,0.482659458860435,0.732038581498862,1.10565128763549,0.620143936382123,0.857240250376878,0.430277840157212,0.784330175873804,0.721359293044199,1.18487426403011,0.249520725575492,1.04394163442803,1.07902995828375,1.0483047559021,1.7832077276331,0.536040777010482,0.799423914514263
2056,0.505561776491805,0.730560682453203,1.09123699614357,0.616692660016427,0.872369473872312,0.483787285649355,0.781027500662113,0.721671040671228,1.19983971195384,0.244977519581719,1.03973324699805,1.07227349906152,1.05459983892335,1.80766872553721,0.529829437978,0.81450003262526
2057,0.528464094123176,0.729082783407544,1.07682270465166,0.613241383650731,0.887498697367746,0.537296731141499,0.777724825450421,0.721982788298257,1.21480515987756,0.240434313587947,1.03552485956807,1.06551703983929,1.0608949219446,1.83212972344132,0.523618098945517,0.829576150736258
2058,0.551366411754546,0.727604884361885,1.06240841315974,0.609790107285035,0.902627920863179,0.590806176633643,0.774422150238729,0.722294535925285,1.22977060780129,0.235891107594175,1.03131647213809,1.05876058061706,1.06719000496585,1.85659072134544,0.517406759913035,0.844652268847255
2059,0.574268729385916,0.726126985316227,1.04799412166783,0.60633883091934,0.917757144358613,0.644315622125786,0.771119475027038,0.722606283552314,1.24473605572501,0.231347901600403,1.02710808470811,1.05200412139483,1.07348508798711,1.88105171924955,0.511195420880552,0.859728386958252
2060,0.597171047017286,0.724649086270568,1.03357983017591,0.602887554553644,0.932886367854047,0.69782506761793,0.767816799815346,0.722918031179343,1.25970150364874,0.226804695606631,1.02289969727813,1.0452476621726,1.07978017100836,1.90551271715367,0.50498408184807,0.874804505069249
2061,0.617087492994619,0.730962432514293,1.03753480828502,0.596295034576446,0.950064122353802,0.739151728045297,0.768660695892667,0.72018397784797,1.27207146588616,0.236947525398818,1.02179558564282,1.05301301488634,1.09070064558543,1.92214698044571,0.500070927301186,0.88137957674431
2062,0.637003938971952,0.737275778758018,1.04148978639413,0.589702514599248,0.967241876853557,0.780478388472665,0.769504591969987,0.717449924516598,1.28444142812359,0.247090355191006,1.02069147400751,1.06077836760009,1.1016211201625,1.93878124373776,0.495157772754302,0.887954648419371
2063,0.656920384949284,0.743589125001742,1.04544476450324,0.583109994622051,0.984419631353313,0.821805048900033,0.770348488047308,0.714715871185225,1.29681139036101,0.257233184983194,1.0195873623722,1.06854372031383,1.11254159473957,1.95541550702981,0.490244618207418,0.894529720094432
2064,0.676836830926617,0.749902471245467,1.04939974261235,0.576517474644853,1.00159738585307,0.8631317093274,0.771192384124628,0.711981817853853,1.30918135259844,0.267376014775382,1.01848325073689,1.07630907302758,1.12346206931664,1.97204977032185,0.485331463660534,0.901104791769494
2065,0.69675327690395,0.756215817489192,1.05335472072146,0.569924954667655,1.01877514035282,0.904458369754768,0.772036280201949,0.70924776452248,1.32155131483587,0.27751884456757,1.01737913910158,1.08407442574132,1.13438254389371,1.9886840336139,0.48041830911365,0.907679863444555
2066,0.700416018943821,0.757036442622514,1.04768276825882,0.562649041149257,1.01018419814694,0.90785797350474,0.776837208083005,0.708198588672264,1.31849549952976,0.280438819181796,1.01239993660052,1.08168714305844,1.14337183816922,1.99793296448561,0.456012963565282,0.895795333675866
2067,0.704078760983693,0.757857067755836,1.04201081579619,0.555373127630858,1.00159325594105,0.911257577254712,0.781638135964062,0.707149412822048,1.31543968422366,0.283358793796022,1.00742073409946,1.07929986037556,1.15236113244472,2.00718189535733,0.431607618016914,0.883910803907177
2068,0.707741503023565,0.758677692889158,1.03633886333355,0.54809721411246,0.993002313735158,0.914657181004683,0.786439063845119,0.706100236971832,1.31238386891756,0.286278768410249,1.0024415315984,1.07691257769267,1.16135042672023,2.01643082622905,0.407202272468545,0.872026274138489
2069,0.711404245063436,0.75949831802248,1.03066691087092,0.540821300594061,0.98441137152927,0.918056784754655,0.791239991726176,0.705051061121615,1.30932805361145,0.289198743024475,0.997462329097338,1.07452529500979,1.17033972099574,2.02567975710076,0.382796926920177,0.8601417443698
2070,0.715066987103308,0.760318943155802,1.02499495840829,0.533545387075662,0.975820429323382,0.921456388504627,0.796040919607233,0.704001885271399,1.30627223830535,0.292118717638701,0.992483126596277,1.07213801232691,1.17932901527125,2.03492868797248,0.358391581371809,0.848257214601111
2071,0.703478110092557,0.761244042035059,1.01055990917055,0.520084389214457,0.945501501338648,0.904978870404514,0.783705690935697,0.704669080319347,1.29723419649088,0.301468919591339,0.985139313704977,1.07007873919326,1.18582236231207,2.03637055874037,0.338563203343436,0.830021069354272
2072,0.691889233081806,0.762169140914315,0.996124859932808,0.506623391353251,0.915182573353914,0.888501352304401,0.77137046226416,0.705336275367294,1.2881961546764,0.310819121543977,0.977795500813676,1.06801946605961,1.19231570935288,2.03781242950826,0.318734825315063,0.811784924107433
2073,0.680300356071055,0.763094239793571,0.981689810695068,0.493162393492046,0.88486364536918,0.872023834204287,0.759035233592624,0.706003470415242,1.27915811286193,0.320169323496615,0.970451687922376,1.06596019292596,1.1988090563937,2.03925430027615,0.298906447286691,0.793548778860593
2074,0.668711479060304,0.764019338672828,0.967254761457328,0.47970139563084,0.854544717384447,0.855546316104174,0.746700004921088,0.706670665463189,1.27012007104746,0.329519525449253,0.963107875031075,1.06390091979231,1.20530240343452,2.04069617104404,0.279078069258318,0.775312633613754
2075,0.657122602049554,0.764944437552084,0.952819712219588,0.466240397769635,0.824225789399713,0.839068798004061,0.734364776249552,0.707337860511137,1.26108202923298,0.338869727401891,0.955764062139774,1.06184164665866,1.21179575047534,2.04213804181193,0.259249691229946,0.757076488366915
2076,0.657030449360163,0.758684606800832,0.949165875654994,0.456826863424742,0.797468859685369,0.826526813742974,0.73439215091923,0.699216198924937,1.24598091841585,0.346048185117636,0.943989246123507,1.05307311626507,1.20939670929109,2.03553681045123,0.261662795389674,0.753103313358499
2077,0.656938296670773,0.752424776049581,0.945512039090399,0.447413329079849,0.770711929971024,0.813984829481886,0.734419525588907,0.691094537338737,1.23087980759871,0.35322664283338,0.932214430107239,1.04430458587148,1.20699766810684,2.02893557909053,0.264075899549403,0.749130138350083
2078,0.656846143981382,0.746164945298329,0.941858202525805,0.437999794734956,0.74395500025668,0.801442845220799,0.734446900258585,0.682972875752537,1.21577869678157,0.360405100549124,0.920439614090971,1.03553605547789,1.20459862692259,2.02233434772984,0.266489003709132,0.745156963341667
2079,0.656753991291992,0.739905114547077,0.93820436596121,0.428586260390063,0.717198070542335,0.788900860959711,0.734474274928263,0.674851214166337,1.20067758596444,0.367583558264868,0.908664798074703,1.0267675250843,1.20219958573834,2.01573311636914,0.26890210786886,0.741183788333251
2080,0.656661838602601,0.733645283795825,0.934550529396616,0.419172726045169,0.690441140827991,0.776358876698624,0.734501649597941,0.666729552580136,1.1855764751473,0.374762015980612,0.896889982058435,1.01799899469071,1.19980054455409,2.00913188500844,0.271315212028589,0.737210613324835
2081,0.657966870805011,0.724752442419812,0.931861857366245,0.397980213286542,0.668080691748196,0.755719683777141,0.737600837598209,0.6563217301307,1.1704637301231,0.379682529580512,0.886699718510906,1.00582678914867,1.19252405807577,1.9984840858271,0.266165752290712,0.734654395830292
2082,0.659271903007421,0.715859601043798,0.929173185335874,0.376787700527914,0.645720242668402,0.735080490855657,0.740700025598477,0.645913907681264,1.1553509850989,0.384603043180411,0.876509454963377,0.993654583606629,1.18524757159746,1.98783628664576,0.261016292552836,0.732098178335749
2083,0.660576935209831,0.706966759667784,0.926484513305503,0.355595187769286,0.623359793588607,0.714441297934174,0.743799213598746,0.635506085231827,1.14023824007469,0.389523556780311,0.866319191415847,0.981482378064591,1.17797108511914,1.97718848746442,0.255866832814959,0.729541960841207
2084,0.661881967412241,0.698073918291771,0.923795841275132,0.334402675010659,0.600999344508812,0.693802105012691,0.746898401599014,0.625098262782391,1.12512549505049,0.394444070380211,0.856128927868318,0.969310172522553,1.17069459864083,1.96654068828308,0.250717373077083,0.726985743346664
2085,0.663186999614651,0.689181076915757,0.921107169244761,0.313210162252031,0.578638895429018,0.673162912091207,0.749997589599283,0.614690440332955,1.11001275002629,0.399364583980111,0.845938664320789,0.957137966980515,1.16341811216252,1.95589288910174,0.245567913339206,0.724429525852122
2086,0.674520389176725,0.682671653932392,0.926715269032603,0.297633749321435,0.569286403203564,0.676057915050463,0.756068507274459,0.608353591225375,1.1019259794234,0.407815664404505,0.841805889137657,0.949623399883848,1.15841324182448,1.94496832355981,0.246601778494808,0.729501915665978
