"year","ANZ","CAM","CAN","CHI","EEU","FSU","JPK","LAM","MAF","MDE","SAS","SEA","SIS","SSA","USA","WEU"
1971,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1972,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1973,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1974,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1975,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1976,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1977,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1978,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1979,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1980,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1981,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1982,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1983,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1984,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1985,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1986,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1987,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1988,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1989,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1990,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1991,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1992,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1993,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1994,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1995,1.648,3.076,0.218,7.798,3.88,-3.47,3.814,1.651,4.516,1.839,4.854,5.408,3.473,1.917,2.734,1.559
1996,1.427,4.767,4.42,7.216,3.235,1.246,0.873,3.327,0.681,2.139,2.744,2.825,2.69,0.52,6.055,2.351
1997,2.871,4.921,3.358,7.253,3.241,0.432,1.823,3.611,1.995,3.543,2.749,3.743,5.402,0.256,3.595,2.466
1998,3.617,3.051,2.298,4.783,2.515,-4.268,-1.915,-0.568,3.453,1.298,3.627,-4.166,3.532,-1.552,3.535,2.641
1999,3.525,1.981,3.528,5.684,2.508,2.683,1.303,-3.042,3.11,-2.684,4.744,2.699,2.462,-0.425,3.395,2.348
2000,2.678,0.799,3.668,7.491,3.709,7.6,1.944,1.544,2.011,3.349,4.055,4.499,5.542,0.505,4.155,3.176
2001,2.081,0.969,1.852,3.817,2.065,2.065,1.998,0.969,0.969,0.024,3.084,3.817,0.969,0.969,1.682,1.852
2002,2.061,1.139,1.856,3.701,2.243,2.243,2.053,1.139,1.139,0.299,3.019,3.701,1.139,1.139,1.698,1.856
2003,2.041,1.309,1.861,3.584,2.422,2.422,2.041,1.309,1.309,0.574,2.954,3.584,1.309,1.309,1.715,1.861
2004,2.021,1.479,1.866,3.468,2.6,2.6,2.021,1.479,1.479,0.849,2.889,3.468,1.479,1.479,1.731,1.866
2005,2.002,1.649,1.871,3.351,2.779,2.779,2.002,1.649,1.649,1.124,2.824,3.351,1.649,1.649,1.748,1.871
2006,1.982,1.818,1.875,3.234,2.958,2.958,1.982,1.818,1.818,1.398,2.758,3.234,1.818,1.818,1.764,1.875
2007,1.962,1.988,1.88,3.118,3.136,3.136,1.962,1.988,1.988,1.673,2.693,3.118,1.988,1.988,1.781,1.88
2008,1.942,2.158,1.885,3.001,3.315,3.315,1.942,2.158,2.158,1.948,2.628,3.001,2.158,2.158,1.797,1.885
2009,1.922,2.328,1.889,2.885,3.493,3.493,1.922,2.328,2.328,2.223,2.563,2.885,2.328,2.328,1.814,1.889
2010,1.902,2.498,1.83,2.768,3.672,3.672,1.902,2.498,2.498,2.498,2.498,2.498,2.498,2.498,1.83,1.894
2011,1.881,2.493,1.816,2.779,3.649,3.649,1.881,2.493,2.493,2.493,2.493,2.493,2.493,2.493,1.816,1.874
2012,1.86,2.488,1.802,2.79,3.626,3.626,1.86,2.488,2.488,2.488,2.488,2.488,2.488,2.488,1.802,1.855
2013,1.84,2.482,1.788,2.8,3.604,3.604,1.84,2.482,2.482,2.482,2.482,2.482,2.482,2.482,1.788,1.835
2014,1.819,2.477,1.774,2.811,3.581,3.581,1.819,2.477,2.477,2.477,2.477,2.477,2.477,2.477,1.774,1.816
2015,1.72904138199519,2.35011779130103,1.33436044319852,8.24288795587602,2.4355434684431,4.13174658565352,1.80613695759178,2.96167241016967,2.15172560164871,2.5741556026283,4.78289690463929,3.94444654156572,2.60207493203954,2.7664056466483,1.62524729996136,0.955090839041883
2016,1.75035443055926,2.36484198865824,1.35781228438697,8.17756276374227,2.59108090749991,4.12381028347338,1.82428442634603,3.02315053292732,2.55074148978245,2.60618852172962,4.91833005216574,4.07018085017278,2.62176176924072,2.98478233142794,1.73962653685154,1.0391859900485
2017,1.77166747912334,2.37956618601545,1.38126412557542,8.11223757160852,2.74661834655673,4.11587398129324,1.84243189510029,3.08462865568497,2.94975737791619,2.63822144083093,5.0537631996922,4.19591515877983,2.64144860644191,3.20315901620759,1.85400577374172,1.12328114105512
2018,1.79298052768742,2.39429038337266,1.40471596676386,8.04691237947477,2.90215578561354,4.1079376791131,1.86057936385455,3.14610677844263,3.34877326604993,2.67025435993224,5.18919634721866,4.32164946738689,2.66113544364309,3.42153570098723,1.96838501063191,1.20737629206174
2019,1.81429357625149,2.40901458072987,1.42816780795231,7.98158718734102,3.05769322467035,4.10000137693296,1.87872683260881,3.20758490120028,3.74778915418367,2.70228727903355,5.32462949474511,4.44738377599395,2.68082228084427,3.63991238576688,2.08276424752209,1.29147144306836
2020,1.83560662481557,2.42373877808708,1.45161964914076,7.91626199520727,3.21323066372716,4.09206507475282,1.89687430136307,3.26906302395793,4.14680504231741,2.73432019813487,5.46006264227157,4.57311808460101,2.70050911804545,3.85828907054653,2.19714348441227,1.37556659407498
2021,1.78865012144555,2.5059958408964,1.33287730854205,7.7227543232327,3.19895393903496,4.11793721376878,1.9441707886048,3.27208502124888,4.22455823350909,2.73257936148236,5.5293614384342,4.58530106882032,2.76004850551515,3.98408726833341,2.12119335117705,1.36846366635933
2022,1.74169361807553,2.58825290370572,1.21413496794334,7.52924665125813,3.18467721434275,4.14380935278475,1.99146727584653,3.27510701853982,4.30231142470078,2.73083852482985,5.59866023459684,4.59748405303962,2.81958789298485,4.10988546612029,2.04524321794183,1.36136073864368
2023,1.69473711470551,2.67050996651504,1.09539262734463,7.33573897928355,3.17040048965055,4.16968149180071,2.03876376308826,3.27812901583077,4.38006461589246,2.72909768817735,5.66795903075947,4.60966703725893,2.87912728045455,4.23568366390717,1.9692930847066,1.35425781092803
2024,1.64778061133549,2.75276702932436,0.976650286745926,7.14223130730898,3.15612376495835,4.19555363081668,2.08606025032998,3.28115101312171,4.45781780708414,2.72735685152484,5.7372578269221,4.62185002147823,2.93866666792426,4.36148186169405,1.89334295147138,1.34715488321238
2025,1.60082410796547,2.83502409213368,0.857907946147218,6.94872363533441,3.14184704026614,4.22142576983264,2.13335673757171,3.28417301041266,4.53557099827582,2.72561601487233,5.80655662308474,4.63403300569754,2.99820605539396,4.48728005948094,1.81739281823616,1.34005195549673
2026,1.60191354376124,2.91696310384265,0.851885883899137,6.74352499005016,3.13548262353507,4.22736144315896,2.13890895135573,3.30808317694319,4.57193697536906,2.76937553195705,5.82688884450452,4.64646009560804,3.05757565965212,4.61946373028452,1.77929561721971,1.36765748777943
2027,1.603002979557,2.99890211555163,0.845863821651056,6.53832634476592,3.129118206804,4.23329711648528,2.14446116513975,3.33199334347371,4.6083029524623,2.81313504904177,5.8472210659243,4.65888718551854,3.11694526391029,4.75164740108811,1.74119841620326,1.39526302006212
2028,1.60409241535277,3.08084112726061,0.839841759402975,6.33312769948167,3.12275379007293,4.2392327898116,2.15001337892376,3.35590351000424,4.64466892955554,2.85689456612648,5.86755328734408,4.67131427542904,3.17631486816845,4.8838310718917,1.7031012151868,1.42286855234481
2029,1.60518185114854,3.16278013896959,0.833819697154894,6.12792905419743,3.11638937334186,4.24516846313792,2.15556559270778,3.37981367653476,4.68103490664878,2.9006540832112,5.88788550876386,4.68374136533955,3.23568447242661,5.01601474269529,1.66500401417035,1.45047408462751
2030,1.60627128694431,3.24471915067857,0.827797634906813,5.92273040891318,3.11002495661079,4.25110413646423,2.1611178064918,3.40372384306529,4.71740088374202,2.94441360029591,5.90821773018364,4.69616845525005,3.29505407668478,5.14819841349887,1.62690681315389,1.4780796169102
2031,1.61644559654603,3.27697016319627,0.875698588419191,5.69945523357668,3.07278679154692,4.16963732655354,2.13315963778098,3.40545614432289,4.68598842883325,2.91717435158379,5.87696610642412,4.67796932827045,3.32141244537079,5.20959843433284,1.5873214102737,1.49983976175893
2032,1.62661990614775,3.30922117571398,0.92359954193157,5.47618005824018,3.03554862648305,4.08817051664284,2.10520146907016,3.40718844558049,4.65457597392448,2.88993510287166,5.8457144826646,4.65977020129086,3.34777081405681,5.2709984551668,1.5477360073935,1.52159990660766
2033,1.63679421574947,3.34147218823168,0.971500495443949,5.25290488290368,2.99831046141918,4.00670370673214,2.07724330035934,3.40892074683809,4.62316351901571,2.86269585415954,5.81446285890508,4.64157107431126,3.37412918274283,5.33239847600076,1.50815060451331,1.54336005145638
2034,1.64696852535119,3.37372320074939,1.01940144895633,5.02962970756718,2.96107229635532,3.92523689682144,2.04928513164853,3.41065304809569,4.59175106410695,2.83545660544741,5.78321123514556,4.62337194733166,3.40048755142885,5.39379849683473,1.46856520163311,1.56512019630511
2035,1.65714283495291,3.40597421326709,1.06730240246871,4.80635453223068,2.92383413129145,3.84377008691075,2.02132696293771,3.41238534935329,4.56033860919818,2.80821735673529,5.75195961138604,4.60517282035207,3.42684592011486,5.45519851766869,1.42897979875292,1.58688034115384
2036,1.64320672243339,3.37727742050935,1.08175519050744,4.59727108063204,2.83812762047532,3.69664875136569,1.9710124960501,3.37550578995977,4.47580156143944,2.75102518260367,5.65611919317086,4.53588867419835,3.41345259192948,5.46494736461581,1.3835249824827,1.58491739810044
2037,1.62927060991387,3.34858062775161,1.09620797854618,4.38818762903339,2.75242110965919,3.54952741582063,1.92069802916248,3.33862623056626,4.3912645136807,2.69383300847204,5.56027877495568,4.46660452804462,3.40005926374409,5.47469621156292,1.33807016621249,1.58295445504704
2038,1.61533449739435,3.31988383499386,1.11066076658492,4.17910417743474,2.66671459884306,3.40240608027557,1.87038356227487,3.30174667117274,4.30672746592196,2.63664083434042,5.46443835674051,4.3973203818909,3.3866659355587,5.48444505851004,1.29261534994228,1.58099151199364
2039,1.60139838487483,3.29118704223612,1.12511355462365,3.9700207258361,2.58100808802693,3.25528474473051,1.82006909538726,3.26486711177923,4.22219041816322,2.5794486602088,5.36859793852533,4.32803623573718,3.37327260737331,5.49419390545715,1.24716053367207,1.57902856894024
2040,1.58746227235531,3.26249024947838,1.13956634266239,3.76093727423745,2.49530157721081,3.10816340918545,1.76975462849964,3.22798755238571,4.13765337040448,2.52225648607718,5.27275752031016,4.25875208958346,3.35987927918793,5.50394275240427,1.20170571740186,1.57706562588684
2041,1.57073020554657,3.23214534245944,1.13332826015981,3.60863084555616,2.40139969078909,2.96252434252847,1.74394559801423,3.17290903472924,4.04650201566366,2.46519351610033,5.15804569502349,4.16600492143246,3.33176011824672,5.48495987243585,1.16391014650423,1.55683283297799
2042,1.55399813873782,3.2018004354405,1.12709017765723,3.45632441687486,2.30749780436738,2.81688527587148,1.71813656752883,3.11783051707277,3.95535066092283,2.40813054612348,5.04333386973681,4.07325775328147,3.30364095730552,5.46597699246743,1.12611457560661,1.53660004006913
2043,1.53726607192908,3.17145552842157,1.12085209515465,3.30401798819356,2.21359591794566,2.6712462092145,1.69232753704342,3.0627519994163,3.864199306182,2.35106757614663,4.92862204445014,3.98051058513047,3.27552179636431,5.446994112499,1.08831900470898,1.51636724716028
2044,1.52053400512033,3.14111062140263,1.11461401265208,3.15171155951226,2.11969403152395,2.52560714255751,1.66651850655801,3.00767348175983,3.77304795144118,2.29400460616977,4.81391021916347,3.88776341697947,3.24740263542311,5.42801123253058,1.05052343381136,1.49613445425143
2045,1.50380193831159,3.11076571438369,1.1083759301495,2.99940513083097,2.02579214510223,2.37996807590053,1.6407094760726,2.95259496410336,3.68189659670035,2.23694163619292,4.6991983938768,3.79501624882848,3.2192834744819,5.40902835256216,1.01272786291373,1.47590166134257
2046,1.46335428910397,3.07812208533141,1.08898691077654,2.85798724750622,1.96309399216583,2.26505540051893,1.6083052910819,2.89564580353984,3.59352786609397,2.18542348886039,4.58590694744283,3.71126822034927,3.17635320668139,5.36886480402749,0.973267066528187,1.44970597242663
2047,1.42290663989635,3.04547845627912,1.06959789140358,2.71656936418148,1.90039583922943,2.15014272513734,1.57590110609119,2.83869664297632,3.50515913548759,2.13390534152786,4.47261550100885,3.62752019187006,3.13342293888088,5.32870125549282,0.933806270142643,1.42351028351069
2048,1.38245899068874,3.01283482722684,1.05020887203062,2.57515148085674,1.83769768629303,2.03523004975574,1.54349692110049,2.7817474824128,3.41679040488121,2.08238719419533,4.35932405457487,3.54377216339085,3.09049267108037,5.28853770695815,0.894345473757099,1.39731459459475
2049,1.34201134148112,2.98019119817456,1.03081985265766,2.43373359753199,1.77499953335662,1.92031737437415,1.51109273610978,2.72479832184927,3.32842167427483,2.0308690468628,4.2460326081409,3.46002413491164,3.04756240327986,5.24837415842348,0.854884677371555,1.37111890567881
2050,1.3015636922735,2.94754756912228,1.0114308332847,2.29231571420725,1.71230138042022,1.80540469899255,1.47868855111908,2.66784916128575,3.24005294366845,1.97935089953027,4.13274116170692,3.37627610643243,3.00463213547935,5.20821060988881,0.81542388098601,1.34492321676287
2051,1.27965429582983,2.90711967259493,1.00192638075119,2.17845050961343,1.67765298703143,1.75798562536547,1.4659006533841,2.62490922556526,3.17972119855257,1.95461820176367,4.04367613922415,3.31176078894462,2.96637475339979,5.15595956434339,0.799608080602776,1.33409885968274
2052,1.25774489938616,2.86669177606758,0.992421928217686,2.06458530501961,1.64300459364264,1.71056655173839,1.45311275564913,2.58196928984478,3.11938945343668,1.92988550399706,3.95461111674138,3.24724547145681,2.92811737132024,5.10370851879796,0.783792280219542,1.3232745026026
2053,1.23583550294249,2.82626387954023,0.98291747568418,1.95072010042578,1.60835620025385,1.66314747811131,1.44032485791416,2.53902935412429,3.0590577083208,1.90515280623045,3.86554609425862,3.18273015396901,2.88985998924069,5.05145747325254,0.767976479836308,1.31245014552247
2054,1.21392610649882,2.78583598301288,0.973413023150673,1.83685489583196,1.57370780686506,1.61572840448422,1.42753696017918,2.4960894184038,2.99872596320492,1.88042010846384,3.77648107177585,3.1182148364812,2.85160260716114,4.99920642770712,0.752160679453073,1.30162578844233
2055,1.19201671005515,2.74540808648553,0.963908570617167,1.72298969123814,1.53905941347627,1.56830933085714,1.41474906244421,2.45314948268331,2.93839421808904,1.85568741069724,3.68741604929308,3.05369951899339,2.81334522508159,4.9469553821617,0.736344879069839,1.2908014313622
2056,1.19718552868218,2.7038840832898,0.976987378471867,1.66828591649598,1.53775200508348,1.57861978053551,1.4007024124625,2.41658338534956,2.8956662123974,1.84841320640778,3.61371522941939,2.99814814959909,2.78050171665111,4.88736233534695,0.73308629853253,1.29534468627901
2057,1.20235434730921,2.66236008009406,0.990066186326568,1.61358214175382,1.53644459669068,1.58893023021387,1.3866557624808,2.38001728801581,2.85293820670576,1.84113900211833,3.5400144095457,2.94259678020479,2.74765820822064,4.8277692885322,0.729827717995222,1.29988794119583
2058,1.20752316593623,2.62083607689832,1.00314499418127,1.55887836701166,1.53513718829788,1.59924067989223,1.37260911249909,2.34345119068206,2.81021020101412,1.83386479782888,3.46631358967202,2.88704541081048,2.71481469979017,4.76817624171745,0.726569137457913,1.30443119611265
2059,1.21269198456326,2.57931207370258,1.01622380203597,1.50417459226949,1.53382977990509,1.6095511295706,1.35856246251738,2.30688509334831,2.76748219532249,1.82659059353942,3.39261276979833,2.83149404141618,2.68197119135969,4.7085831949027,0.723310556920604,1.30897445102946
2060,1.21786080319028,2.53778807050684,1.02930260989067,1.44947081752733,1.53252237151229,1.61986157924896,1.34451581253567,2.27031899601455,2.72475418963085,1.81931638924997,3.31891194992464,2.77594267202188,2.64912768292922,4.64899014808795,0.720051976383296,1.31351770594628
2061,1.22614028329599,2.49947328543579,1.05343963147316,1.40713190685471,1.53666422330331,1.6152295864212,1.33760513046338,2.23087011093771,2.68188933943379,1.80824153866417,3.25248431519864,2.72732192333683,2.61585978068315,4.57911038099962,0.724222356479993,1.31825989666505
2062,1.2344197634017,2.46115850036474,1.07757665305564,1.36479299618208,1.54080607509433,1.61059759359344,1.33069444839109,2.19142122586087,2.63902448923673,1.79716668807837,3.18605668047265,2.67870117465178,2.58259187843708,4.50923061391129,0.728392736576691,1.32300208738383
2063,1.2426992435074,2.42284371529369,1.10171367463813,1.32245408550946,1.54494792688535,1.60596560076568,1.3237837663188,2.15197234078403,2.59615963903967,1.78609183749256,3.11962904574665,2.63008042596673,2.54932397619101,4.43935084682296,0.732563116673388,1.3277442781026
2064,1.25097872361311,2.38452893022264,1.12585069622062,1.28011517483684,1.54908977867637,1.60133360793792,1.31687308424651,2.11252345570719,2.5532947888426,1.77501698690676,3.05320141102066,2.58145967728169,2.51605607394494,4.36947107973463,0.736733496770086,1.33248646882138
2065,1.25925820371882,2.34621414515159,1.1499877178031,1.23777626416421,1.55323163046739,1.59670161511016,1.30996240217423,2.07307457063035,2.51042993864554,1.76394213632096,2.98677377629466,2.53283892859664,2.48278817169887,4.2995913126463,0.740903876866783,1.33722865954016
2066,1.25841872235393,2.30331140223683,1.16367513020189,1.2018693454776,1.54040623528573,1.55810335419908,1.31104481157713,2.03688528259134,2.45484307300064,1.74100983031477,2.92371463322276,2.47861154275475,2.44764461350813,4.22648473527812,0.731471172399902,1.33198712607051
2067,1.25757924098904,2.26040865932207,1.17736254260068,1.16596242679099,1.52758084010406,1.519505093288,1.31212722098004,2.00069599455233,2.39925620735574,1.71807752430858,2.86065549015086,2.42438415691285,2.41250105531739,4.15337815790993,0.722038467933022,1.32674559260087
2068,1.25673975962415,2.2175059164073,1.19104995499946,1.13005550810438,1.5147554449224,1.48090683237692,1.31320963038295,1.96450670651331,2.34366934171083,1.69514521830239,2.79759634707895,2.37015677107096,2.37735749712666,4.08027158054175,0.712605763466141,1.32150405913122
2069,1.25590027825926,2.17460317349254,1.20473736739825,1.09414858941777,1.50193004974073,1.44230857146583,1.31429203978586,1.9283174184743,2.28808247606593,1.6722129122962,2.73453720400705,2.31592938522907,2.34221393893592,4.00716500317357,0.70317305899926,1.31626252566158
2070,1.25506079689437,2.13170043057778,1.21842477979703,1.05824167073116,1.48910465455907,1.40371031055475,1.31537444918877,1.89212813043529,2.23249561042103,1.64928060629002,2.67147806093515,2.26170199938718,2.30707038074518,3.93405842580539,0.693740354532379,1.31102099219194
2071,1.24084086569947,2.09684181515458,1.21489334411173,1.02051800211208,1.46379218941921,1.35563903412523,1.30405545794996,1.86540093411338,2.18303992849877,1.6260218613194,2.61666811416799,2.21689344722862,2.27816307496012,3.86461963815516,0.687108551671463,1.30037017831202
2072,1.22662093450457,2.06198319973139,1.21136190842642,0.982794333492993,1.43847972427935,1.30756775769572,1.29273646671116,1.83867373779147,2.13358424657651,1.60276311634879,2.56185816740084,2.17208489507006,2.24925576917507,3.79518085050493,0.680476748810546,1.28971936443211
2073,1.21240100330967,2.0271245843082,1.20783047274112,0.945070664873908,1.41316725913949,1.2594964812662,1.28141747547236,1.81194654146955,2.08412856465425,1.57950437137818,2.50704822063368,2.1272763429115,2.22034846339001,3.72574206285471,0.673844945949629,1.2790685505522
2074,1.19818107211477,1.99226596888501,1.20429903705582,0.907346996254823,1.38785479399963,1.21142520483668,1.27009848423356,1.78521934514764,2.03467288273199,1.55624562640756,2.45223827386653,2.08246779075294,2.19144115760496,3.65630327520448,0.667213143088712,1.26841773667229
2075,1.18396114091988,1.95740735346182,1.20076760137051,0.869623327635738,1.36254232885977,1.16335392840716,1.25877949299475,1.75849214882573,1.98521720080973,1.53298688143695,2.39742832709937,2.03765923859438,2.1625338518199,3.58686448755425,0.660581340227795,1.25776692279238
2076,1.18037702653214,1.93610530205767,1.19938169689729,0.864974353268781,1.349938593213,1.14657292889894,1.25106491630921,1.74037173067166,1.95253852616274,1.52758872971071,2.36174314785529,2.00730093811615,2.14739463233968,3.52798430876444,0.672736929983557,1.25251801591433
2077,1.1767929121444,1.91480325065353,1.19799579242407,0.860325378901825,1.33733485756624,1.12979192939072,1.24335033962367,1.72225131251759,1.91985985151574,1.52219057798447,2.32605796861121,1.97694263763792,2.13225541285946,3.46910412997462,0.68489251973932,1.24726910903628
2078,1.17320879775667,1.89350119924939,1.19660988795085,0.855676404534869,1.32473112191947,1.11301092988249,1.23563576293813,1.70413089436352,1.88718117686875,1.51679242625823,2.29037278936712,1.94658433715969,2.11711619337924,3.41022395118481,0.697048109495082,1.24202020215822
2079,1.16962468336893,1.87219914784525,1.19522398347764,0.851027430167912,1.3121273862727,1.09622993037427,1.22792118625259,1.68601047620946,1.85450250222176,1.51139427453199,2.25468761012304,1.91622603668146,2.10197697389902,3.35134377239499,0.709203699250844,1.23677129528017
2080,1.1660405689812,1.85089709644111,1.19383807900442,0.846378455800956,1.29952365062593,1.07944893086604,1.22020660956705,1.66789005805539,1.82182382757476,1.50599612280575,2.21900243087896,1.88586773620323,2.0868377544188,3.29246359360518,0.721359289006607,1.23152238840212
2081,1.16328360325598,1.83657045958333,1.19379521927454,0.836991389280852,1.29364580643223,1.07799975882293,1.21785450568459,1.65288108035365,1.79779200817185,1.50327802926543,2.18896661689878,1.86008392915981,2.06922763464108,3.23797756756058,0.727097333822968,1.23099597145558
2082,1.16052663753075,1.82224382272555,1.19375235954466,0.827604322760749,1.28776796223852,1.07655058677982,1.21550240180212,1.6378721026519,1.77376018876893,1.50055993572511,2.1589308029186,1.83430012211639,2.05161751486337,3.18349154151598,0.732835378639329,1.23046955450905
2083,1.15776967180553,1.80791718586777,1.19370949981477,0.818217256240645,1.28189011804481,1.07510141473671,1.21315029791965,1.62286312495016,1.74972836936601,1.49784184218479,2.12889498893842,1.80851631507297,2.03400739508565,3.12900551547138,0.738573423455691,1.22994313756251
2084,1.15501270608031,1.79359054901,1.19366664008489,0.808830189720542,1.27601227385111,1.07365224269359,1.21079819403718,1.60785414724842,1.72569654996309,1.49512374864448,2.09885917495825,1.78273250802955,2.01639727530793,3.07451948942678,0.744311468272052,1.22941672061597
2085,1.15225574035509,1.77926391215222,1.19362378035501,0.799443123200438,1.2701344296574,1.07220307065048,1.20844609015471,1.59284516954667,1.70166473056017,1.49240565510416,2.06882336097807,1.75694870098613,1.99878715553021,3.02003346338218,0.750049513088413,1.22889030366944
2086,1.15408239235792,1.76655618003186,1.19675310940495,0.799043103552659,1.27106131429976,1.07608494403989,1.20387719951785,1.58549755700429,1.68479761818925,1.49103348679593,2.04190761920636,1.73855796371917,1.98420036963327,2.96984225514886,0.755835525232391,1.23138013279168
